person_id	person	family_size	gender	position	personal_income	couple_income	couple_share	property_abroad	total_income	total_share
3e7a04882f9165135e97364eaff079bd	Ким Д.М.	2	m	Заместитель начальника по учебной работе БЮИ МВД России	1142415.51	1531183.87	74.609949359	False	1531183.87	74.609949359
b5d25a725ff053880e5151911cf2db75	Кузнецов Ю.Ю.	2	m	Начальник МОБ по УВД Липецкой обл.	720.534	31963.534	2.25423759463	False	31963.534	2.25423759463
d4728b3b38253b83339870163e4e90cf	Кузоватов В.И.	2	m	Командир ОМОН ГУВД Нижегородской области	776328	878328	88.387026259	False	878328	88.387026259
95f1da6cae296842b809818172c9b7d9	Клименко А.В.	4	m	Первый заместитель начальника УВД - начальник КМ УВД по ЯНАО	2495747.58	2606108.58	95.7652953969	False	2606108.58	95.7652953969
0c92d0ed34ba5655dbf0009459e5d581	Коваленко В.В.	2	m	Начальник УГИБДД УВД по Оренбургской области	482232.63	530832.63	90.8445718569	False	530832.63	90.8445718569
cfcd19d822da661be7abc6d3beac87c2	Колычев А.В.	3	m	Заместитель начальника УВД по Вологодской области - начальник штаба	1387110	1423920	97.4148828586	False	1425240	97.3246611097
af2fefc62e4b85486410ac1dc3c208af	Коновалов И.В.	2	m	Начальник Управления ГИБДД УВД по Тульской области	445997.94	580997.94	76.7641172704	False	580997.94	76.7641172704
5711786f3626458b811b4ec9252170b1	Кашин С.Г.	2	m	Заместитель начальника УВД по Кировской области - начальник управления по работе с личным составом	1087293.35	1236497.82	87.9333010065	False	1236497.82	87.9333010065
ad121f0014132a9b3143fd4aad8081e6	Копырин С.И.	2	m	Заместитель начальника УВД по Кировской области - начальник МОБ	1068649.89	1983067.55	53.8887286013	False	1983067.55	53.8887286013
44a5b545c0a1183d4a144dfbbc7b8675	Купесок А.П.	2	m	Первый заместитель начальника управления ГУ «Сибирское УМТС МВД России»	591125.88	831806.53	71.0653089006	False	831806.53	71.0653089006
587381f82c57fe8da653206fda6d1ff4	Калинкин О.В.	4	m	Заместитель Министра ВД -начальник МОБ МВД Бурятии	1175699.9	1242899.9	94.5932894515	False	1242899.9	94.5932894515
f341c5328bc7542119e607bfc8550bc0	Конев А.Н.	2	m	Начальник Ставропольского филиала Краснодарского университета МВД России	959604.73	1601809.66	59.907537953	False	1601809.66	59.907537953
21d630f05362fddbf046bf391449caed	Кошкин П.П.	2	m	Заместитель Начальника Краснодарского университета МДВ России	895369.91	1021369.91	87.663627177	False	1021369.91	87.663627177
953c71070dff042a91b6ec9bbd439c50	Котляров В.А.	2	m	Заместитель Начальника Краснодарского университета по СБП МВД России	754337.65	946776.07	79.6743468601	False	946776.07	79.6743468601
616b09cf5e811323adf2e753d7fd6f1c	Коробин А.М.	2	m	Начальник штаба Южно-Уральского УВДТ МВД России	993967.44	1013506.24	98.0721578981	False	1013506.24	98.0721578981
7c6d638dc173db5632eb457e3e899a4f	Кургузкина Е.Б.	1	f	Начальник филиала ВНИИ МВД РФ по Черноземью	633.024	633.024	100	False	633.024	100
979584402314c2814118f789bf38522b	Курбатов В.А.	2	m	Первый заместитель начальника Южно-Уральского УВДТ МВД России	1038961.02	1038961.02	100	False	1038961.02	100
d68e217e4bb12335091f53dfc1f46b41	Карчигаев Р.А.	1	m	Заместитель министра ВД по Республике Дагестан	997509	997509	100	False	997509	100
93b8d5ad052d5df840fc16c55f0fc4df	Кривко А.И.	2	m	Заместитель начальника ГУВД по Ставропольскому краю	1080155.87	1156340.17	93.4116013629	False	1156340.17	93.4116013629
2b3cce114ed054ed9bd3cc22aa4c8b5a	Костенко И.Н.	1	u	Заместитель начальника УВД по Магаданской области	1551344	1551344	100	False	1551344	100
a42a2a87b005a8e552f5e58731478317	Курбанов А.Г.	2	m	Заместитель начальника Управления приволжского УМТС МВД	481461.4	775633.84	62.0732844766	False	775633.84	62.0732844766
56ba0aeffb5996d51c8a23cfda431d46	Кондратенко В.И.	3	m	Первый заместитель начальника Азово-Черноморского УВДТ МВД России	882122.53	882302.53	99.9795988344	False	882302.53	99.9795988344
f918b818fb89f85194220b9e092f5860	Казанцев С.В.	2	m	Командир ОМСН ГУВД по Алтайскому краю	850901.17	1162561.95	73.19189915	False	1162561.95	73.19189915
63654d53ad9a74aedf33e4bfb6bc40bc	Кандауров Н.А.	2	m	Заместитель начальника КМ МВД по Республике Алтай	1195839.14	1195839.14	100	False	1195839.14	100
59975e9090b643b6b9abe160ed2bfc6c	Карлов Г.В.	1	m	Заместитель начальника СК при МВД России	809681.3	809681.3	100	False	809681.3	100
f30a095e83d43f21b48535c8b0fe79d8	Кирилин Н.А.	3	m	Заместитель начальника УВД по Еврейской АО	1337358.64	1673843.26	79.8974833522	False	1673843.26	79.8974833522
955ebb3393682ca1c3f1c825197c74d8	Колпаков В.В.	2	m	Заместитель начальника УВД по Чукотскому АО	1338524	1863747	71.8189754296	False	1863747	71.8189754296
42229f2b5b666774cd12320b0921b1d3	Коршунов И.В.	2	m	Зам. министра ВД по Республике Алтай	1185583.05	1571992.37	75.419135145	False	1571992.37	75.419135145
7217f805f535223659ba5352be4f71ee	Кука А.Д.	2	m	Командир ОМОН МВД по Республике Алтай	878126.17	938126.17	93.6042718007	False	938126.17	93.6042718007
e724e64327cb10d62a3a5b4cff379ae1	Кабашов С.В.	2	m	Заместитель начальника УВД по Рязанской области по экономической безопасности	861845.05	1111845.05	77.5148524518	False	1111845.05	77.5148524518
9d182a05d404488ffe312199640c7cda	Кадыков С.В.	3	m	Заместитель начальника УВД по Рязанской области - начальник СУ	908104.98	1026517.77	88.4646137202	False	1026517.77	88.4646137202
eb44cb431d60b47200d04d12b1d960f6	Каштанов А.В.	1	m	Заместитель начальника ГУВД по Нижегородской области - начальник управления по работе с личным составом	426152.1	426152.1	100	False	426152.1	100
05c7376dd073832a0a1231f93194ffc9	Кириллов Я.П.	2	m	Заместитель начальника УВД по Сахалинской области - начальник штаба	1652568.89	3081396.54	53.6305168305	False	3081396.54	53.6305168305
9b3f030efcd87446dfa4feda18421a72	Ковальский А.С.	2	m	Первый заместитель начальника ГСУ ПРИ ГУВД по Воронежской области	611259	686201	89.0787101738	False	686201	89.0787101738
98b9f49a7f98605c319f170516b5de42	Корнеев М.С.	2	m	И.О. заместителя начальника ГУВД по Воронежской области по экономической безопасности	866291.56	2529501.47	34.2475215087	False	2529501.47	34.2475215087
9ae1c4441cdfca473a7e62710f6c5262	Коротаев А.Ю.	2	m	Заместитель начальника ГУВД по Нижегородской области	1013497.9	1083497.9	93.5394429468	False	1083497.9	93.5394429468
9d75073212125922217226e53706942b	Костянов С.В.	2	m	Заместитель начальника УВД Мурманской области по экономической безопасности	1914647	2135916	89.6405570257	False	2135916	89.6405570257
726fa76cd0259cd365ac2df82837a80f	Кудряшкин С.А.	2	m	Начальник управления делами Административного департамента МВД России	996433	1925309	51.75444565	False	1925309	51.75444565
97bbb0a74e747dd4ae36d5d7271d054b	Кузнецов С.А.	3	m	Заместитель начальника УВД по Рязанской области - начальник управления по работе с личным составом	847654	1258720	67.3425384518	False	1258720	67.3425384518
9622bc8fb03d27b8c78bfec25c823f60	Казюлин Г.М.	4	m	Управление ГИБДД ГУВД по Краснодарскому краю, начальник Управления	624022.44	4060272.44	15.3689795259	False	4060272.44	15.3689795259
a55ebc8e22b1f5193d24d041566db951	Калиниченко С.В.	1	u	Заместитель начальника УВД по Астраханской области - начальник УРЛС	794611	794611	100	False	794611	100
1aa3b038db87db5d957d4c6c0fda61ec	Кондратьев А.Б.	2	m	Заместитель начальника Московского УВД на ВВТ МВД РФ	1046507.5	1306214.82	80.1175644294	False	1306214.82	80.1175644294
b1517dfd8725e950590774b6cda48bab	Корнеев Ю.А.	2	m	УВД по Калужской области, заместитель начальника УВД по экономической безопасности	1131186	1131186	100	False	1131186	100
aaf6525d867e3e46784d198eec22f696	Крестьянов И.В.	1	m	НЦБ Интерпола при МВД России, начальник отдела	604000	604000	100	False	604000	100
d226c0b7fc59f808db7e16149e30d054	Клевакин С.Н.	2	m	Заместитель начальника УВД по Омской области	1037495.64	1119327.22	92.6892173676	False	1119327.22	92.6892173676
79d1934a13f98dbedff5f26facfafe63	Коршак А.А.	1	u	Заместитель начальника академии экономической безопасности МВД России	733773.62	733773.62	100	False	733773.62	100
462f03fe28284e1a4468aa6c3ac54126	Коршунов А.Ю.	2	m	Начальник УГИБДД УВД по Орловской области	376527	679272.46	55.4309238446	False	679272.46	55.4309238446
5b31635af906045f1097d49292e516cb	Косарев В.А.	2	m	Заместитель начальника УВД по Орловской области	352728.7	352728.7	100	False	451310.3	78.1565809599
0d5d56b11eee5f0e508c185cf07d1884	Косетов Б.А.	2	m	Заместитель начальника УВД по Омской области	1045079.97	1225639.97	85.2681044663	False	1225639.97	85.2681044663
ecd4cda73a65d015b765a3e7ec1eff88	Кравченко А.И.	1	u	Командир ОМОН УВД по Омской области	828691.68	828691.68	100	False	828691.68	100
ad1113a535f44a11cd85174f65a8a526	Красильников В.В.	3	m	Первый зам. Министра по Респ. Марий Эл	1017780.36	1017780.36	100	False	1017780.36	100
b055ee234f2e950dbdb8e24f57bcb10a	Кураков В.П.	2	m	Заместитель начальника УВД по Орловской области	952167	1080075	88.1574890633	False	1080075	88.1574890633
b695b43ab6ec24ae2bf2a2081055e147	Калиниченко С.В.	2	m	Заместитель начальника УВД по Астраханской обл.	749601	886601	84.5477277828	False	886601	84.5477277828
2dd6fc7b4450b53c8da832518e021e9d	Киселев С.В.	2	m	Заместитель министра ВД по Респ. Карелия	1686450.11	2212529.17	76.2227288511	False	2212529.17	76.2227288511
d782bf1dee3737adcb52e51cf78d7f6a	Комиссаров В.М.	3	m	Командир ОМОН по Респ. Карелия	1000867.92	1226824.89	81.5819705125	False	1231824.89	81.2508277861
8fa1c7d82dae66f24a6abef6bfcdcbff	Крумало В.В.	2	m	Командир ОМОН ГУВД по Ростовской обл.	484861.37	592861.37	81.7832624177	False	592861.37	81.7832624177
a0948eb7ba3d6d1af06a2e307be96f16	Ковелин С.Э.	2	m	Командир ОМОН ГУВД по Челябинской обл.	746725.11	897298.76	83.2192290113	False	897298.76	83.2192290113
c5111d1ae2cde91eda93d67e836f2f8f	Коверзин А.Е.	2	m	Начальник УГИБДД ГУВД по Ростовской обл.	337080.25	598080.25	56.3603713716	False	598080.25	56.3603713716
f76ad829881f089be629ed2184db9cd8	Корнилов Ю.А.	2	m	Заместитель начальника УВД по Югре	1999233.94	5640310.57	35.4454584582	False	5640310.57	35.4454584582
3b288f48ef197f5893b9f1ca63a28bca	Крюков Н.Ф.	2	m	Заместитель начальника УВД по Курской обл.	833502.45	1031677.6	80.7909806319	False	1031677.6	80.7909806319
f796051db8519c8d97760b8ea28f7288	Ксенофонтов А.Н.	2	m	Командир ОМСН МВД по Респ. Карелия	970946.41	1331412.08	72.926062831	False	1331412.08	72.926062831
8debfdb91d48a71e256508fcf3f4a745	Курашев С.В.	1	m	Начальник УГИБДД ГУВД по Челябинской обл.	778290	778290	100	False	778290	100
702c8b5e752b7fc17d94f3fc188c49ec	Любимов А.Ю.	1	m	Командир ОМОН «Барс» УВД по Оренбургской области	568392.99	568392.99	100	False	568392.99	100
d12b0efb81af97c025b40d235b42189a	Латышев Н.А.	1	m	Начальник УГИБДД УВД по Вологодской области	814426.04	814426.04	100	False	814426.04	100
3b270ae4d07e5fb104230f6ed7b87039	Лебедев А.М.	1	m	Командир ОМСН УВД по Вологодской области	822146.52	822146.52	100	False	822146.52	100
92f9e6a79cfcd467846803ae2a02a6e8	Лучинский А.А.	1	m	Командир ОМСН УВД по Вологодской области	660098	660098	100	False	660098	100
9ba98fe4a36cba8c3a3b1b48281c6f5b	Лабазанов М.Л.	2	m	Командир ОМОН УВД по Приморскому краю	1136485.71	1515370.91	74.9971972208	False	1515370.91	74.9971972208
3dda85fb8842764053b6064d04314eae	Лысенко А.В.	2	m	Заместитель начальника УВД по Приморскому краю	1007646.54	1283646.54	78.4987540262	False	1283646.54	78.4987540262
db6540c94f38e6ed716514412cb79a2c	Лиходаев Г.Н.	2	m	Заместитель начальника управления Приволжского УВДТ МВД России	1484571	2059571	72.0815645588	False	2059571	72.0815645588
026b412f04f14f228b1582d66961709f	Лынов Н.А.	2	m	Заместитель начальника Воронежского института МВД России	529963	585163	90.5667309792	False	585163	90.5667309792
6730a7c7f6ba1b22de3541683cae7a91	Леонович В.Н.	2	m	Командир ОМСН МВД по Республике Адыгея	627486.08	628806.08	99.7900783657	False	628806.08	99.7900783657
45014f4e9a3132c1752146a58435cd43	Ларионов А.П.	2	m	И.О начальника УВД по Томской области	1750553	2403879	72.8220097601	False	2403879	72.8220097601
0f53168c892422681739fd8a0e6ceda5	Лейбман В.М.	1	u	Командир ОМСН УВД по Архангельской области	1291005.98	1291005.98	100	False	1291005.98	100
a570bd4105f1a912d486f57575ae1099	Лечиев Р.С.	1	m	Начальник суворовского училища МВД России	890765	890765	100	False	890765	100
3da3e419a54563d10b79601bf362bf77	Лисиенкова О.В.	1	f	Заместитель начальника управления внутренних дел - начальник следственного управления УВД по ЯНАО	2414371	2414371	100	False	2414371	100
17da9e4396474b103056064117291c0c	Лыгин В.Е.	4	m	Заместитель начальника УВД МВД России Комплекса Байконур - начальник отдела кадров	1411296.36	1571350.36	89.8142384999	False	1571350.36	89.8142384999
040bfa269e5fb245db4ccf2887e83f48	Лапшин Д.А.	2	m	Командир ОМОН Забайкальского УВДТ МВД России	996709	1117909	89.1583304187	False	1117909	89.1583304187
65ff21def5e6416b7e5b7d8bffc2df67	Лоскутников К.А.	2	m	Заместитель начальника Забайкальского УВДТ МВД России	1400084.3	1659453.41	84.3702083808	False	1659453.41	84.3702083808
c52547e857e5aca15ddce2a2895163bf	Левченко А.М.	1	u	Командир ОМОН УВД по Пензенской области	623000	623000	100	False	623000	100
b9650abde6f32fe8adc848f56717d0a1	Левченков Ю.А.	4	m	Заместитель начальника ГУВД по Ставропольскому краю	982180.65	1240364.53	79.1848385087	False	1240364.53	79.1848385087
3ac2ce18b3cafccc265fb8fec25c0b5d	Логунов А.В.	2	m	Начальник УГИБДД УВД по Пензенской области	550043.08	713351.61	77.1068673974	False	713351.61	77.1068673974
5edd3ed7ef334844b7bdfece6e69caf1	Логунов С.А.	2	m	Заместитель начальника Управления приволжского УМТС МВД России	485198.45	698697.14	69.4433141661	False	698697.14	69.4433141661
75fa2d9a330dd63a35af8a8ff2b71921	Левшук Н.В.	2	m	Заместитель начальника УВД по Пензенской области	967703.76	1027103.76	94.2167478775	False	1027103.76	94.2167478775
cc387f59bf26619d55bbb20b1462dabc	Лихарев С.В.	1	m	Заместитель начальника УВД по Магаданской области	2177560	2177560	100	False	2177560	100
d40d89a3720dc50abd4c6ee579a5c932	Лоточкин Г.Д.	2	m	Начальник УГИБДД по Тюменской области	876355.04	1711507.73	51.2036857701	False	1711507.73	51.2036857701
b12b184f5ed436cd0f61cf4b36c60875	Лузин А.В.	3	m	заместитель начальника, начальник штаба УВД по Хабаровскому краю	2950100	2950733.412	99.9785337436	False	2950733.412	99.9785337436
89b9cba8ec4c1cb683a515c59a4f6075	Логвиненко М.В.	2	m	заместитель начальника УВД - начальник тыла по Калининградской области	819552.4	1119552.4	73.2035767151	False	1119552.4	73.2035767151
473cbe526bb9b9ef9cc639b7492b7fe9	Ларин А.И.	2	m	Заместитель начальника УВД - начальник МОБ УВД по Сахалинской области	1611613.06	2742916.19	58.7554612815	False	2742916.19	58.7554612815
5fa5f2a67dd759469cc2c64c26ce6059	Лыгин В.Е.	1	m	заместитель Начальника УВД МВД России комплекса «Байконур» начальник ОК	1411296	1411296	100	False	1411296	100
d6f15b5cee59c0c52e4d4428d9fc92b7	Лаас А.А.	2	m	Заместитель начальника. ГУВД по Алтайскому краю	1143013.22	1417867.58	80.6149485412	False	1417867.58	80.6149485412
6be45e6c644a0b8573faffe43f3bcd7b	Лапчук Р.О.	1	u	Заместитель начальника. СО при УВД по Чукотскому АО	4322048.39	4322048.39	100	False	4322048.39	100
7ccb63057531966a6afa79563abe8aa7	Любовин М.А.	2	m	Заместитель начальника УВД по Чукотскому АО	2157553.67	3078553.82	70.0833506948	False	3078553.82	70.0833506948
1f32ed1d712c8b8d61829f000d27387e	Лобанов А.В.	2	m	Заместитель начальника по научной работе Саратовского ЮИ МВД	484434.25	563913.25	85.9058108672	False	563913.25	85.9058108672
ef1fbd86f9e908ccc11eb03b713c6371	Логвиненко С.И.	4	m	Начальник УГИБДД УВД по Псковской области	539734.26	635734.26	84.8993508703	False	635734.26	84.8993508703
0390b88fc97c2f847496e6d75ad1b300	Ломаев А.П.	2	m	Заместитель начальника ГУВД по Нижегородской области - начальник штаба	952993.73	952993.73	100	False	952993.73	100
d0084f5282b7a691f6b6c8d65a84d90f	Лисин Ю.В.	2	m	Командир ОМСН ГУВД по Самарской области (с дислокацией г. Самара)	704718.71	795918.71	88.5415433946	False	795918.71	88.5415433946
da7fc6deca85c741ba999d6630f6a574	Лущиков А.И.	1	m	УВД по Костромской области, заместитель начальника управления -начальник тыла	522028.95	522028.95	100	False	522028.95	100
cce445feff4d50c2054d80a8290b64f3	Липатов Н.Г.	2	m	Заместитель министра ВД ПО Марий Эл	1067044.3	1367044.3	78.054844309	False	1367044.3	78.054844309
b03516b9570380cce08a3d42fcee5752	Лопарев Д.А.	2	m	Заместитель министра, начальник штаба МВД по Марий Эл	786157.44	1062549	73.9878763238	False	1062549	73.9878763238
590a6beaf20d1b2bddb830d6803c24e8	Маликов Ж.К.	2	m	Заместитель начальника ТЮИ МВД	720043.78	777246.18	92.6403755371	False	777246.18	92.6403755371
c2e28f48a59d34156659ec5faf738f66	Мелешко А.В.	2	m	Заместитель начальника УВД по ЕАО	1384532.11	1994532.11	69.4163860816	False	1994532.11	69.4163860816
20aa097c34290d90b2b400cc3d383b7a	Малышенко А.Л.	2	m	Командир ОМСН ГУВД по Пермскому краю	1002426.73	1285291.13	77.9921923214	False	1285291.13	77.9921923214
5db1dedc78b305ac90700bb3d296f4ff	Молозин А.В.	2	m	Начальник ЦРЖПР и АИ ГИАЦ МВД России	660705	801401	82.4437453909	False	801401	82.4437453909
c01619b8332d029e469b506e7da8a4e4	Моргачев С.В.	1	m	Начальник управления ГИБДД УВД по Ульяновской области	394987.41	394987.41	100	False	394987.41	100
b34845b149141446d6f676eeabd4ee16	Машрак А.С.	1	u	Заместитель начальника УВД по Приморскому краю	1420180.58	1420180.58	100	False	1420180.58	100
b08bb319c7f8f8c38e3d1927448cf259	Мигалин Д.Н.	1	m	Заместитель начальника УВД по Магаданской области	2053827	2053827	100	False	2053827	100
915b38d2ef3db73959b49f21536ab98c	Михайлов В.Н.	2	m	Заместитель начальник ЦУМТС МВД России	654723	1614723	40.5470783534	False	1614723	40.5470783534
9341b79e8296aa35a539a73c5eff39fe	Мороз В.Н.	2	m	Начальник базы МБХР МВД России	429381.2	549381.2	78.1572430946	False	549381.2	78.1572430946
d175b0de8089bc42fc9cff5f7c209ed2	Морозов А.А.	2	m	Начальник базы ЗБХР МВД России	579475	642752	90.1553009559	False	642752	90.1553009559
01b5c0106066e129d1f3b03809d55b1f	Миронов С.Н.	2	m	Казанский юридический институт МВД России, заместитель начальника института по научной работе	1018214.09	1200214.09	84.8360387104	False	1200214.09	84.8360387104
0b556c41245cafc862ddf40551b748fb	Муравьёв А.В.	1	m	Заместитель министра - начальник штаба МВД по Республике Бурятия	1360621	1360621	100	False	1360621	100
03ef4cbcdae3d78064d4b2bdc23cc0fd	Макаров А.И.	2	m	Заместитель начальника ОРБ 2 МВД России	711725.25	751725.25	94.6789069544	False	751725.25	94.6789069544
58a34d476092e2ecea86125a47674be2	Максимов А.И.	2	m	Начальник УГИБДД УВД по Архангельской области	913680.81	2762710.81	33.0718947019	False	2762710.81	33.0718947019
1975f5b7122fdd46514a372e00c51e98	Махотлов А.А.	1	m	Командир ОМОН МВД по КБР	721358.32	721358.32	100	False	721358.32	100
a0051eb0471ce5b43b79394edc074d3c	Малышев И.Г.	2	m	Заместитель начальника УВД по Владимирской обл.	862745.62	1043889.62	82.6472074701	False	1043889.62	82.6472074701
9b9195407526f25dbc2f5b42b9698411	Мантулин О.В.	2	m	Заместитель начальника УВД по Белгородской обл.	977196.62	1024196.62	95.4110373846	False	1024196.62	95.4110373846
17879b124c7f7b23f4a5d6be708c00e0	Меткалов В.Б.	2	m	Нач.СУ при УВД Белгородской по обл.	983606.75	1104866.98	89.0249023462	False	1104866.98	89.0249023462
3a4338a95eeb4721c11c42109b5ce833	Минчуков Х.И.	2	m	Заместитель начальника ГУВД по Самарской обл.	1038405	1278405	81.2266065918	False	1278405	81.2266065918
4e8501e03ad23cd033ff04bd3709cd6b	Монастыршин А.Г.	2	m	Начальник по эконом. Безопасности УВД по Липецкой обл.	788135	966135	81.5760737371	False	966135	81.5760737371
6db706de8aa6510752e88a7a8e75f220	Морозов Ю.А.	2	m	Заместитель начальника по СБП БЮИ МВД России	801270.77	997028.9	80.3658519828	False	997028.9	80.3658519828
dc0ca14cdf457369e98bdbf6d9bc2b47	Мальчиков И.Н.	1	m	Заместитель начальника УВД по ЯНАО по экономической безопасности	2160854.49	2160854.49	100	False	2160854.49	100
d45d37161bf0f202f10dee1569c2d2a8	Малафеевский В.Б.	2	m	Заместитель начальника УВД по Вологодской области - начальник тыла	1375051	1436798.25	95.7024411743	False	1436798.25	95.7024411743
12dd38cba5792ae240a2f7fb7a3f6703	Мирошников В.Н.	2	m	Заместитель начальника по экономической безопасности УВД по Вологодской области	1439662.36	1559744.79	92.3011488309	False	1559744.79	92.3011488309
65c8fc250209cbc39af3e5e545e611e8	Мишагин А.В.	2	m	Заместитель начальника по экономической безопасности УВД по Тульской области	915099.15	1176253.76	77.7977661895	False	1176253.76	77.7977661895
da49c8a1691a4bc7b5bfbf6eee2fb439	Мальцева Е.Е.	3	f	Заместитель начальника Северного УВДТ МВД России	1057650.2	1441650.2	73.3638576126	False	1441650.2	73.3638576126
1f6907901fdefc75dc0c550da5163e4a	Марченко А.А.	2	m	Заместитель начальника Забайкальского УВДТ МВД России	1382979.37	1995549.37	69.3031899281	False	1995549.37	69.3031899281
09fb300cef3a1b1ce76c6c219afe9be6	Макорин А.А.	2	m	Первый заместитель начальника ВНИИ МВД РФ	866319.37	866319.37	100	False	866319.37	100
550ff9d8ff44a3736d97e7907028807a	Меженьков И.В.	3	m	Начальник ОРЛС Юго-Восточного УВДТ МВД России	904014.82	964014.82	93.7760292938	False	964014.82	93.7760292938
3b33fe6b0605b2d60b202351a198bad1	Магомедов А.М.	2	m	Заместитель начальника по Республике Дагестан	909104.5	1119104.5	81.2349963743	False	1119104.5	81.2349963743
1e165ddc86033a88f26bb8fd621864d8	Марушкин А.Н.	4	m	Заместитель начальника УВД по Пензенской области	707864.13	1003783.9	70.519573984	False	1003783.9	70.519573984
ae99e203699a8ca26db115b491f70386	Михайлов В.А.	1	m	Заместитель начальника Средневолжского УВДТ МВД России	859616.9	859616.9	100	False	859616.9	100
1b320762e0a5b6fc6e3c7643aba56a2d	Мутутдинов С.М.	2	m	Заместитель министра ВД по Республике Дагестан	909563	1359563	66.9011292599	False	1359563	66.9011292599
9753c9bea15451d96db88bdf87cbdd67	Масленников В.А.	2	m	Заместитель начальника Азово-Черноморского УВДТ МВД России -начальник СО	923765.22	977731.22	94.4804871834	False	977731.22	94.4804871834
ec507671677543f6fa746a9ce19fc830	Молчанов О.А.	3	m	Заместитель начальника Азово-Черноморского УВДТ МВД России -начальник Сочинского ЛУВДТ	840510.3	840510.3	100	False	840510.3	100
77761f15ae732527fb350212f9a0da27	Мазко Сергей Иванович	2	m	Заместитель начальника Ростовского юридического института МВД России	424000	604000	70.1986754967	False	604000	70.1986754967
a2a68a100e934c4ce2d567acd6feee0f	Машков С.Н.	3	m	Заместитель начальника УВД по Мурманской области - начальник штаба	1956956.83	2805701.76	69.7492819051	False	2805701.76	69.7492819051
4b327c0ce5b2e5c5abc8b1e0295815b0	Малофеев В.Н.	2	m	УВД по Костромской области, заместитель начальника - начальник МОБ	841752.4	1093274.4	76.9936989286	False	1093274.4	76.9936989286
4715a2a67fa01d3678bd4f7971add6af	Мишин И.Г.	2	m	НЦБ Интерпола при МВД России, начальник 5 отдела	631067	810914.61	77.8216340189	False	810914.61	77.8216340189
522adab96851b6486ada883c7bdaf4fa	Макаренко В.П.	2	m	Командир ОМОН УВД по Орловской области	730440	1131189.85	64.5727151813	False	1131189.85	64.5727151813
16359574ab2e74e00691aff3c74506fa	Макушкин А.Г.	1	m	Заместитель начальника Сибирского УВДТ МВД России	1362746.26	1362746.26	100	False	1362746.26	100
8a9f662c17b6e86cfcc3ed5b0156d6c1	Маслак О.Н.	2	f	Заместитель начальника ВИПК МВД России	732964	855156	85.711145101	False	855156	85.711145101
b2068f1222f9334dffabcfa4074e5853	Михайлов В.Н.	2	m	Начальник СУ при УВД по Омской области	1310441.73	1336841.73	98.025196296	False	1336841.73	98.025196296
97152c06de995ad5f5037529178bdee9	Моисеева Н.А.	2	f	Зам. Начальника 5 отдела ЦГЗ МВД России	604450.13	1344999.85	44.9405351235	False	1344999.85	44.9405351235
2e71c3940e24bc91681b068ede0328d8	Матвеев А.В.	1	m	Заместитель начальника-начальник Тыла СК УВДТ	907856.57	907856.57	100	False	907856.57	100
16378a22f0af7add5cac513ff19eea19	Магомалиев В.С.	2	m	Заместитель начальника УВД по Тверской обл. - начальник штаба	936981.66	1130000.48	82.9186957514	False	1130000.48	82.9186957514
506e49ca14d8e7cf1124f133e4b7b238	Макаров В.В.	1	m	Начальник ФГУ Центр социальных программ МВД России	1072298.1	1072298.1	100	False	1072298.1	100
737a1d3f96115de95406fe32e74529d2	Максимов В.С.	2	m	Начальник УОПБ МВД России	750138.79	917910.64	81.7224201694	False	917910.64	81.7224201694
f19d9bf6abc534a59685c7ad2e911ba3	Митюков С.Ю.	1	m	Командир ОМОН ГУВД по Саратовской обл.	576096	576096	100	False	576096	100
b1af05a1a91a552429f34db40045a9b8	Молоков Е.В.	2	m	Заместитель начальника УВД по Курской обл.	838133.9	2498912.32	33.5399482924	False	2498912.32	33.5399482924
084c5d4b6e9bf0feef9e40945c204ea7	Молчанов А.Н.	1	m	Заместитель начальника УВД по Астраханской обл.	723747	723747	100	False	723747	100
909d386070c15b3386d980f03916f99f	Морозов А.Е.	2	m	Заместитель начальника Университета МВД СПБ	830958.25	1184819.25	70.133756689	False	1184819.25	70.133756689
161775dc435db4df09d224d1e132bf9b	Межуев Н.И.	2	m	Зам.начальника ГУВД по Саратовской обл.	911.995	100911.995	0.903752819474	False	100911.995	0.903752819474
b5c6e49a6d10d3884a48c04770d281d3	Мансуров Р.Э.	2	m	Командир ОМСН МВД по Республике Башкортостан	1051472.67	1051472.67	100	False	1051472.67	100
3bd0c90ac2cb1bccf6a4aacf33e33f16	Максимовских С.И.	2	m	Заместитель начальника УВД по Курганской области, начальник	1018051	1076187	94.5979648518	False	1076187	94.5979648518
ce6fd183d7bafd24c3ffa05584d4dc1a	Маслов А.С.	2	m	ФГОУ ФПО «Восточно-Сибирский институт МВД России», заместитель начальника института по РЛС	837814.06	1332401.21	62.8800134458	False	1332401.21	62.8800134458
67dd7bc45946eb259ef5a778ac3f5c9e	Нюрин С.А.	1	m	Командир ОМОН ГУВД по Пермскому краю	847648	847648	100	False	847648	100
4cd193e80796d06605fa4e18e3204f07	Нигматулин Р.В.	2	m	Заместитель начальника Уфимского юридического института	898958.38	1347543.27	66.7109101439	False	1347543.27	66.7109101439
e32c8495d31626fc27f9869fbd986e80	Новгородов В.В.	2	m	Заместитель начальника УОГЗ МВД России	598776	1298776	46.1031001497	False	1298776	46.1031001497
