name	grbc_code	fks_code	fkr_subcode	csr_code	kvr_code	year2012	year2013	year2014
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2021000	100	700К000,0	700К000,0	700К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2021000	130	700К000,0	700К000,0	700К000,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	2021000	133	700К000,0	700К000,0	700К000,0
Ћбеспечение граждан квалифицированной юридической помощью по назначению органов дознаниЯ, органов предварительного следствиЯ, прокурора	188	03	03	2024200		400,0	400,0	400,0
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	2024200	200	400,0	400,0	400,0
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	03	2024200	240	400,0	400,0	400,0
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	03	03	2024200	244	400,0	400,0	400,0
”ункционирование ‚ооруженных ‘ил ђоссийской ”едерации, органов в сфере национальной безопасности и правоохранительной деЯтельности, войск и иных воинских формирований	188	03	03	2026700		97К157К914,8	98К452К015,4	99К041К716,5
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2026700	100	79К845К817,5	81К266К847,7	81К275К052,5
ђасходы на выплаты персоналу казенных учреждений	188	03	03	2026700	110	598К172,4	563К569,1	563К754,6
”онд оплаты труда и страховые взносы	188	03	03	2026700	111	593К672,4	561К739,1	561К924,6
€ные выплаты персоналу, за исключением фонда оплаты труда	188	03	03	2026700	112	4К500,0	1К830,0	1К830,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2026700	130	79К247К645,1	80К703К278,6	80К711К297,9
„енежное довольствие военнослужащих и приравненных к ним лиц	188	03	03	2026700	131	77К975К749,2	78К894К381,8	78К917К581,8
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	2026700	133	7К473,0		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	2026700	134	1К264К422,9	1К808К896,8	1К793К716,1
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	2026700	200	17К221К167,3	17К120К167,7	17К701К664,0
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2026700	220	8К719К909,8	9К146К330,3	9К508К053,3
Ћбеспечение специальным топливом и горюче-смазочными материалами в рамках государственного оборонного заказа	188	03	03	2026700	221	1К345К159,1	1К549К622,0	1К549К622,0
Ћбеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа	188	03	03	2026700	222	459К539,8	423К341,5	423К341,5
Џродовольственное обеспечение в рамках государственного оборонного заказа	188	03	03	2026700	223	4К378К135,3	4К769К354,7	5К007К822,4
Џродовольственное обеспечение вне рамок государственного оборонного заказа	188	03	03	2026700	224	60К112,2	64К592,6	65К937,0
‚ещевое обеспечение в рамках государственного оборонного заказа	188	03	03	2026700	225	2К451К290,3	2К268К661,7	2К385К594,9
‚ещевое обеспечение вне рамок государственного оборонного заказа	188	03	03	2026700	226	25К673,1	70К757,8	75К735,5
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	03	2026700	240	8К501К257,5	7К973К837,4	8К193К610,7
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	03	03	2026700	242	1К391К548,6	688К178,4	688К178,4
‡акупка товаров, работ, услуг в целЯх капитального ремонта государственного имущества	188	03	03	2026700	243	971К733,5	899К233,5	899К233,5
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	03	03	2026700	244	6К137К975,4	6К386К425,5	6К606К198,8
€ные бюджетные ассигнованиЯ	188	03	03	2026700	800	90К930,0	65К000,0	65К000,0
€сполнение судебных актов	188	03	03	2026700	830	50К000,0	50К000,0	50К000,0
€сполнение судебных актов ђоссийской ”едерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействиЯ) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деЯтельности казенных учреждений	188	03	03	2026700	831	50К000,0	50К000,0	50К000,0
“плата налогов, сборов и иных платежей	188	03	03	2026700	850	40К930,0	15К000,0	15К000,0
“плата налога на имущество организаций и земельного налога	188	03	03	2026700	851	1К000,0		
“плата прочих налогов, сборов и иных платежей	188	03	03	2026700	852	39К930,0	15К000,0	15К000,0
‚ыплата денежных средств военнослужащим, сотрудникам федеральных органов исполнительной власти длЯ оплаты стоимости путевок длЯ их детей в организации отдыха и оздоровлениЯ детей, открытые в установленном порЯдке на территории ђоссийской ”едерации	188	03	03	2027000		2К352,2		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2027000	100	2К352,2		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2027000	130	2К352,2		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	2027000	134	2К352,2		
‚озмещение учреждениЯм государственной и муниципальной систем здравоохранениЯ расходов на оказание медицинской помощи военнослужащим, гражданам, призванным на военные сборы, сотрудникам органов внутренних дел ђоссийской ”едерации, государственной противопожарной службы Њинистерства ђоссийской ”едерации по делам гражданской обороны, чрезвычайным ситуациЯм и ликвидации последствий стихийных бедствий, уголовно-исполнительной системы, таможенных органов и лицам начальствующего состава федеральной фельдъегерской свЯзи	188	03	03	2027100		66К530,0	66К530,0	66К530,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2027100	100	66К530,0	66К530,0	66К530,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2027100	130	66К530,0	66К530,0	66К530,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	2027100	134	66К530,0	66К530,0	66К530,0
Џособие на обзаведение имуществом первой необходимости	188	03	03	2027400		35К600,0		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2027400	100	35К600,0		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2027400	130	35К600,0		
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	2027400	133	35К600,0		
‚ыплата единовременного (выходного) пособиЯ при увольнении военнослужащих и сотрудников правоохранительных органов	188	03	03	2028700		757К690,0	756К000,0	756К000,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2028700	100	757К690,0	756К000,0	756К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2028700	130	757К690,0	756К000,0	756К000,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	2028700	133	757К690,0	756К000,0	756К000,0
…жемесЯчнаЯ денежнаЯ компенсациЯ за наем (поднаем) жилых помещений	188	03	03	2028800		1К306К605,3	1К287К182,2	1К294К912,7
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2028800	100	1К306К605,3	1К287К182,2	1К294К912,7
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2028800	130	1К306К605,3	1К287К182,2	1К294К912,7
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	2028800	134	1К306К605,3	1К287К182,2	1К294К912,7
Џредоставление путевок (пособий) на санаторно-курортное лечение и (или) денежной компенсации	188	03	03	2028900		1К965,8		
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	2028900	100	1К965,8		
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	2028900	130	1К965,8		
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	2028900	134	1К965,8		
Ќакопительно-ипотечнаЯ система жилищного обеспечениЯ военнослужащих	188	03	03	2120000		199К465,0		
Ќакопительно-ипотечнаЯ система жилищного обеспечениЯ военнослужащих	188	03	03	2120100		199К465,0		
‘оциальное обеспечение и иные выплаты населению	188	03	03	2120100	300	199К465,0		
‘оциальные выплаты гражданам, кроме публичных нормативных социальных выплат	188	03	03	2120100	320	199К465,0		
‘убсидии гражданам на приобретение жильЯ	188	03	03	2120100	322	199К465,0		
“чреждениЯ культуры и мероприЯтиЯ в сфере культуры и кинематографии	188	03	03	4400000		60К100,0	60К100,0	60К100,0
ѓранты в области науки, культуры, искусства и средств массовой информации	188	03	03	4409000		60К100,0	60К100,0	60К100,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	4409000	100	57К095,0	57К095,0	57К095,0
ђасходы на выплаты персоналу казенных учреждений	188	03	03	4409000	110	40К893,2	40К893,2	40К893,2
€ные выплаты персоналу, за исключением фонда оплаты труда	188	03	03	4409000	112	40К893,2	40К893,2	40К893,2
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	4409000	130	16К201,8	16К201,8	16К201,8
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	4409000	134	16К201,8	16К201,8	16К201,8
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	4409000	200	3К005,0	3К005,0	3К005,0
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	03	4409000	240	3К005,0	3К005,0	3К005,0
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	03	03	4409000	244	3К005,0	3К005,0	3К005,0
‘оциальнаЯ помощь	188	03	03	5050000		487К626,5	494К401,0	495К750,0
"”едеральный закон от 19 маЯ 1995 года Ь 81-”‡ ""Ћ государственных пособиЯх гражданам, имеющим детей"""	188	03	03	5050500		487К626,5	494К401,0	495К750,0
Џособие по беременности и родам	188	03	03	5050510		279К806,0	323К701,0	320К000,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5050510	100	279К806,0	323К701,0	320К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5050510	130	279К806,0	323К701,0	320К000,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	5050510	133	279К806,0	323К701,0	320К000,0
…диновременное пособие женщинам, вставшим на учет в медицинских учреждениЯх в ранние сроки беременности	188	03	03	5050511		700,0	700,0	750,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5050511	100	700,0	700,0	750,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5050511	130	700,0	700,0	750,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	5050511	134	700,0	700,0	750,0
…диновременное пособие при рождении ребенка	188	03	03	5050512		54К680,0	50К000,0	55К000,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5050512	100	54К680,0	50К000,0	55К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5050512	130	54К680,0	50К000,0	55К000,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	5050512	134	54К680,0	50К000,0	55К000,0
…жемесЯчное пособие по уходу за ребенком	188	03	03	5050513		152К440,5	120К000,0	120К000,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5050513	100	152К440,5	120К000,0	120К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5050513	130	152К440,5	120К000,0	120К000,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	5050513	133	152К440,5	120К000,0	120К000,0
ђеализациЯ государственных функций в области социальной политики	188	03	03	5140000		357К504,2	379К000,0	379К100,0
"”едеральный закон от 27 маЯ 1998 года Ь 76-”‡ ""Ћ статусе военнослужащих"""	188	03	03	5142200		349К094,2	375К000,0	375К000,0
‚ыплаты военнослужащим-гражданам на содержание детей (лиц, находЯщихсЯ на иждивении), посещающих государственные, муниципальные и негосударственные дошкольные образовательные учреждениЯ	188	03	03	5142203		2К565,1		
‘оциальное обеспечение и иные выплаты населению	188	03	03	5142203	300	2К565,1		
‘оциальные выплаты гражданам, кроме публичных нормативных социальных выплат	188	03	03	5142203	320	2К565,1		
ЏособиЯ и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обЯзательств	188	03	03	5142203	321	2К565,1		
Џодъемное пособие при переезде военнослужащим, проходЯщим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в свЯзи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образованиЯ, срок обучениЯ в котором более одного года, или в свЯзи с передислокацией воинской части	188	03	03	5142204		346К529,1	375К000,0	375К000,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5142204	100	346К529,1	375К000,0	375К000,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5142204	130	346К529,1	375К000,0	375К000,0
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	03	5142204	133	346К529,1	375К000,0	375К000,0
"“каз Џрезидента ђоссийской ”едерации от 30 маЯ 1994 года Ь 1110 ""Ћ размере компенсационных выплат отдельным категориЯм граждан"""	188	03	03	5143500		1К210,0	1К000,0	1К100,0
…жемесЯчные компенсационные выплаты матерЯм (или другим родственникам, фактически осуществлЯющим уход за ребенком), состоЯщим в трудовых отношениЯх на условиЯх найма с организациЯми, и женщинам-военнослужащим, находЯщимсЯ в отпуске по уходу за ребенком	188	03	03	5143503		1К210,0	1К000,0	1К100,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5143503	100	1К210,0	1К000,0	1К100,0
ђасходы на выплаты персоналу казенных учреждений	188	03	03	5143503	110	100,0	100,0	100,0
€ные выплаты персоналу, за исключением фонда оплаты труда	188	03	03	5143503	112	100,0	100,0	100,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5143503	130	1К110,0	900,0	1К000,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	5143503	134	1К110,0	900,0	1К000,0
"”едеральный закон от 6 марта 2006 года Ь 35-”‡ ""Ћ противодействии терроризму"""	188	03	03	5144300		7К200,0	3К000,0	3К000,0
…диновременное пособие лицам, получившим ранениЯ при осуществлении мероприЯтий по борьбе с терроризмом, не повлекшие наступление инвалидности	188	03	03	5144302		7К200,0	3К000,0	3К000,0
‘оциальное обеспечение и иные выплаты населению	188	03	03	5144302	300	7К200,0	3К000,0	3К000,0
‘оциальные выплаты гражданам, кроме публичных нормативных социальных выплат	188	03	03	5144302	320	7К200,0	3К000,0	3К000,0
ЏособиЯ и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обЯзательств	188	03	03	5144302	321	7К200,0	3К000,0	3К000,0
ЋрганизациЯ и проведение XXII Ћлимпийских зимних игр и XI Џаралимпийских зимних игр 2014 года в городе ‘очи, развитие города ‘очи как горноклиматического курорта	188	03	03	5500000		1К837К600,0		187К700,0
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа	188	03	03	5500800		1К174К600,0		
‡акупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа	188	03	03	5500820		1К174К600,0		
ЂвиационнаЯ техника	188	03	03	5500821		61К600,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500821	200	61К600,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500821	210	61К600,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500821	212	61К600,0		
Љорабли и катера	188	03	03	5500822		117К600,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500822	200	117К600,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500822	210	117К600,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500822	212	117К600,0		
ЂвтобронетанковаЯ техника	188	03	03	5500823		374К100,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500823	200	374К100,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500823	210	374К100,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500823	212	374К100,0		
‘трелковое и холодное оружие	188	03	03	5500825		25К300,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500825	200	25К300,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500825	210	25К300,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500825	212	25К300,0		
ќлектроннаЯ техника и средства свЯзи	188	03	03	5500826		430К500,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500826	200	430К500,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500826	210	430К500,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500826	212	430К500,0		
Ѓоеприпасы	188	03	03	5500827		6К000,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500827	200	6К000,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500827	210	6К000,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500827	212	6К000,0		
„ругие вооружениЯ, военнаЯ и специальнаЯ техника	188	03	03	5500828		159К500,0		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5500828	200	159К500,0		
ђазработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества	188	03	03	5500828	210	159К500,0		
‡акупка вооружений, военной и специальной техники, продукции производственно-технического назначениЯ и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружениЯ	188	03	03	5500828	212	159К500,0		
”ункционирование ‚ооруженных ‘ил ђоссийской ”едерации, органов в сфере национальной безопасности и правоохранительной деЯтельности, войск и иных воинских формирований	188	03	03	5506700		663К000,0		187К700,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	03	5506700	100			117К600,0
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5506700	130			117К600,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	03	5506700	134			117К600,0
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5506700	200	663К000,0		70К100,0
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	03	5506700	220	653К300,0		
Џродовольственное обеспечение в рамках государственного оборонного заказа	188	03	03	5506700	223	391К400,0		
‚ещевое обеспечение вне рамок государственного оборонного заказа	188	03	03	5506700	226	261К900,0		
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	03	5506700	240	9К700,0		70К100,0
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	03	03	5506700	244	9К700,0		70К100,0
Џрикладные научные исследованиЯ в области национальной безопасности и правоохранительной деЯтельности	188	03	13			1К067К772,9	1К131К739,3	1К240К982,8
Џрикладные научные исследованиЯ и разработки	188	03	13	0810000		885К735,4	963К139,0	966К920,5
‚ыплата единовременного (выходного) пособиЯ при увольнении военнослужащих и сотрудников правоохранительных органов	188	03	13	0818700		5К369,2	5К369,2	5К533,4
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	13	0818700	100	5К369,2	5К369,2	5К533,4
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	13	0818700	130	5К369,2	5К369,2	5К533,4
ђасходы на выплаты, зависЯщие от размера денежного довольствиЯ	188	03	13	0818700	133	5К369,2	5К369,2	5К533,4
…жемесЯчнаЯ денежнаЯ компенсациЯ за наем (поднаем) жилых помещений	188	03	13	0818800		6К015,1	3К705,1	3К705,1
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	13	0818800	100	6К015,1	3К705,1	3К705,1
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	13	0818800	130	6К015,1	3К705,1	3К705,1
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	13	0818800	134	6К015,1	3К705,1	3К705,1
Ћбеспечение деЯтельности (оказание услуг) подведомственных учреждений	188	03	13	0819900		874К351,1	954К064,7	957К682,0
ђасходы на выплаты персоналу в целЯх обеспечениЯ выполнениЯ функций государственными органами, казенными учреждениЯми, органами управлениЯ государственными внебюджетными фондами	188	03	13	0819900	100	747К419,6	826К272,8	826К911,5
ђасходы на выплаты персоналу казенных учреждений	188	03	13	0819900	110	130К462,2	134К785,7	134К785,7
”онд оплаты труда и страховые взносы	188	03	13	0819900	111	129К909,4	134К232,9	134К232,9
€ные выплаты персоналу, за исключением фонда оплаты труда	188	03	13	0819900	112	552,8	552,8	552,8
ђасходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	13	0819900	130	616К957,4	691К487,1	692К125,8
„енежное довольствие военнослужащих и приравненных к ним лиц	188	03	13	0819900	131	599К304,5	672К578,0	672К578,0
€ные выплаты персоналу, за исключением денежного довольствиЯ	188	03	13	0819900	134	17К652,9	18К909,1	19К547,8
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	13	0819900	200	125К641,3	126К850,5	129К829,1
‡акупка товаров, работ и услуг длЯ обеспечениЯ специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечениЯ органов в сфере национальной безопасности, правоохранительной деЯтельности и обороны	188	03	13	0819900	220	1К947,4	2К054,5	2К157,3
‚ещевое обеспечение в рамках государственного оборонного заказа	188	03	13	0819900	225	1К947,4	2К054,5	2К157,3
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	13	0819900	240	123К693,9	124К796,0	127К671,8
‡акупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	188	03	13	0819900	242	5К613,0		
ЏрочаЯ закупка товаров, работ и услуг длЯ государственных нужд	188	03	13	0819900	244	118К080,9	124К796,0	127К671,8
€ные бюджетные ассигнованиЯ	188	03	13	0819900	800	1К290,2	941,4	941,4
€сполнение судебных актов	188	03	13	0819900	830	618,0	300,0	300,0
€сполнение судебных актов ђоссийской ”едерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействиЯ) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деЯтельности казенных учреждений	188	03	13	0819900	831	618,0	300,0	300,0
“плата налогов, сборов и иных платежей	188	03	13	0819900	850	672,2	641,4	641,4
“плата прочих налогов, сборов и иных платежей	188	03	13	0819900	852	672,2	641,4	641,4
”едеральные целевые программы	188	03	13	1000000		100К076,2		
"”едеральнаЯ целеваЯ программа ""Џовышение безопасности дорожного движениЯ в 2006 - 2012 годах"""	188	03	13	1005900		100К076,2		
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	13	1005900	200	100К076,2		
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	13	1005900	240	100К076,2		
Ќаучно-исследовательские и опытно-конструкторские работы	188	03	13	1005900	241	100К076,2		
"”едеральнаЯ целеваЯ программа ""Џоддержание, развитие и использование системы ѓ‹ЋЌЂ‘‘ на 2012 - 2020 годы"""	188	03	13	1360000		58К300,0	146К200,0	250К000,0
"ђеализациЯ мероприЯтий ”едеральной целевой программы ""Џоддержание, развитие и использование системы ѓ‹ЋЌЂ‘‘ на 2012 - 2020 годы"""	188	03	13	1360099		58К300,0	146К200,0	250К000,0
‡акупка товаров, работ и услуг длЯ государственных нужд	188	03	13	1360099	200	58К300,0	146К200,0	250К000,0
€ные закупки товаров, работ и услуг длЯ государственных нужд	188	03	13	1360099	240	58К300,0	146К200,0	250К000,0
