name;grbc_code;fks_code;fkr_subcode;csr_code;kvr_code;year2012;year2013;year2014
Другие вооружения, военная и специальная техника;188;03;02;5500828;;145 631,0;;
Закупка товаров, работ и услуг для государственных нужд;188;03;02;5500828;200;145 631,0;;
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;5500828;210;145 631,0;;
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;5500828;212;145 631,0;;
Функционирование Вооруженных Сил Российской Федерации, органов в сфере национальной безопасности и правоохранительной деятельности, войск и иных воинских формирований;188;03;02;5506700;;892 440,0;2 684 000,0;4 328 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;02;5506700;100;95 484,4;187 700,0;428 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;02;5506700;130;95 484,4;187 700,0;428 000,0
Иные выплаты персоналу, за исключением денежного довольствия;188;03;02;5506700;134;95 484,4;187 700,0;428 000,0
Закупка товаров, работ и услуг для государственных нужд;188;03;02;5506700;200;796 955,6;2 496 300,0;3 900 000,0
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;02;5506700;220;86 040,0;;
Продовольственное обеспечение вне рамок государственного оборонного заказа;188;03;02;5506700;224;3 200,0;;
Вещевое обеспечение в рамках государственного оборонного заказа;188;03;02;5506700;225;77 840,0;;
Вещевое обеспечение вне рамок государственного оборонного заказа;188;03;02;5506700;226;5 000,0;;
Иные закупки товаров, работ и услуг для государственных нужд;188;03;02;5506700;240;710 915,6;2 496 300,0;3 900 000,0
Прочая закупка товаров, работ и услуг для государственных нужд;188;03;02;5506700;244;710 915,6;2 496 300,0;3 900 000,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа;188;03;02;7050000;;6 615 434,5;1 792 520,9;2 302 905,9
Закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа;188;03;02;7050200;;6 615 434,5;1 792 520,9;2 302 905,9
Автобронетанковая техника;188;03;02;7050203;;1 292 178,7;984 708,7;1 182 739,0
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050203;200;1 292 178,7;984 708,7;1 182 739,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050203;210;1 292 178,7;984 708,7;1 182 739,0
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050203;212;937 470,0;630 000,0;776 231,0
Ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050203;215;354 708,7;354 708,7;406 508,0
Стрелковое и холодное оружие;188;03;02;7050205;;34 906,3;34 906,3;43 010,0
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050205;200;34 906,3;34 906,3;43 010,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050205;210;34 906,3;34 906,3;43 010,0
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050205;212;34 906,3;34 906,3;43 010,0
Электронная техника и средства связи;188;03;02;7050206;;5 019 349,5;603 905,9;868 929,9
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050206;200;5 019 349,5;603 905,9;868 929,9
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050206;210;5 019 349,5;603 905,9;868 929,9
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050206;212;3 930 443,6;110 000,0;135 532,0
Ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050206;215;1 088 905,9;493 905,9;733 397,9
Боеприпасы;188;03;02;7050207;;29 000,0;29 000,0;35 732,0
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050207;200;29 000,0;29 000,0;35 732,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050207;210;29 000,0;29 000,0;35 732,0
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050207;212;29 000,0;29 000,0;35 732,0
Другие вооружения, военная и специальная техника;188;03;02;7050208;;190 000,0;140 000,0;172 495,0
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050208;200;190 000,0;140 000,0;172 495,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050208;210;190 000,0;140 000,0;172 495,0
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050208;212;190 000,0;140 000,0;172 495,0
Прочая продукция производственно-технического назначения;188;03;02;7050209;;50 000,0;;
Закупка товаров, работ и услуг для государственных нужд;188;03;02;7050209;200;50 000,0;;
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;02;7050209;210;50 000,0;;
Ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества в рамках государственного оборонного заказа вне рамок государственной программы вооружения;188;03;02;7050209;215;50 000,0;;
Внутренние войска;188;03;03;;;113 408 130,5;116 906 003,9;114 607 584,5
Руководство и управление в сфере установленных функций;188;03;03;0010000;;1 163 886,8;992 361,3;992 361,3
Центральный аппарат;188;03;03;0010400;;1 155 851,3;985 851,3;985 851,3
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;0010400;100;1 155 851,3;985 851,3;985 851,3
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;0010400;130;1 155 851,3;985 851,3;985 851,3
Денежное довольствие военнослужащих и приравненных к ним лиц;188;03;03;0010400;131;1 155 851,3;985 851,3;985 851,3
Функционирование Вооруженных Сил Российской Федерации, органов в сфере национальной безопасности и правоохранительной деятельности, войск и иных воинских формирований;188;03;03;0016700;;8 035,5;6 510,0;6 510,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;0016700;100;8 035,5;6 510,0;6 510,0
Расходы на выплаты персоналу государственных органов;188;03;03;0016700;120;8 035,5;6 510,0;6 510,0
Фонд оплаты труда и страховые взносы;188;03;03;0016700;121;8 035,5;6 510,0;6 510,0
Федеральные целевые программы;188;03;03;1000000;;5 237 000,0;6 209 200,0;3 124 200,0
"Федеральная целевая программа ""Совершенствование системы комплектования должностей сержантов и солдат военнослужащими, переведенными на военную службу по контракту, и осуществление перехода к комплектованию должностей сержантов (старшин) Вооруженных Сил Российской Федерации, других войск, воинских формирований и органов, а также матросов плавсостава Военно-Морского Флота военнослужащими, проходящими военную службу по контракту (2009 - 2015 годы)""";188;03;03;1008000;;5 220 000,0;6 151 600,0;3 037 600,0
Бюджетные инвестиции;188;03;03;1008000;400;5 220 000,0;6 151 600,0;3 037 600,0
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;03;03;1008000;410;5 220 000,0;6 151 600,0;3 037 600,0
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;03;03;1008000;412;5 220 000,0;6 151 600,0;3 037 600,0
"Федеральная целевая программа ""Обеспечение безопасности полетов воздушных судов государственной авиации Российской Федерации в 2011 - 2015 годах""";188;03;03;1009400;;17 000,0;57 600,0;86 600,0
Закупка товаров, работ и услуг для государственных нужд;188;03;03;1009400;200;17 000,0;27 000,0;56 000,0
Разработка, закупка и ремонт вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества;188;03;03;1009400;210;17 000,0;27 000,0;56 000,0
Закупка вооружений, военной и специальной техники, продукции производственно-технического назначения и имущества вне рамок государственного оборонного заказа;188;03;03;1009400;213;17 000,0;27 000,0;56 000,0
Бюджетные инвестиции;188;03;03;1009400;400;;30 600,0;30 600,0
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;03;03;1009400;410;;30 600,0;30 600,0
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;03;03;1009400;412;;30 600,0;30 600,0
Бюджетные инвестиции в объекты капитального строительства, не включенные в целевые программы;188;03;03;1020000;;4 035 889,9;7 508 814,0;7 508 814,0
Строительство специальных и военных объектов;188;03;03;1020300;;4 035 889,9;7 508 814,0;7 508 814,0
Бюджетные инвестиции;188;03;03;1020300;400;4 035 889,9;7 508 814,0;7 508 814,0
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;03;03;1020300;410;4 035 889,9;7 508 814,0;7 508 814,0
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;03;03;1020300;412;4 035 889,9;7 508 814,0;7 508 814,0
Воинские формирования (органы, подразделения);188;03;03;2020000;;100 029 058,1;101 262 127,6;101 859 559,2
Обязательное государственное страхование жизни и здоровья военнослужащих, граждан, призванных на военные сборы, лиц рядового и начальствующего состава органов внутренних дел Российской Федерации, Государственной противопожарной службы, органов по контролю за оборотом наркотических средств и психотропных веществ, должностных лиц таможенных органов, сотрудников учреждений и органов уголовно-исполнительной системы, судебных приставов;188;03;03;2021000;;700 000,0;700 000,0;700 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2021000;100;700 000,0;700 000,0;700 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2021000;130;700 000,0;700 000,0;700 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;2021000;133;700 000,0;700 000,0;700 000,0
Обеспечение граждан квалифицированной юридической помощью по назначению органов дознания, органов предварительного следствия, прокурора;188;03;03;2024200;;400,0;400,0;400,0
Закупка товаров, работ и услуг для государственных нужд;188;03;03;2024200;200;400,0;400,0;400,0
Иные закупки товаров, работ и услуг для государственных нужд;188;03;03;2024200;240;400,0;400,0;400,0
Прочая закупка товаров, работ и услуг для государственных нужд;188;03;03;2024200;244;400,0;400,0;400,0
Функционирование Вооруженных Сил Российской Федерации, органов в сфере национальной безопасности и правоохранительной деятельности, войск и иных воинских формирований;188;03;03;2026700;;97 157 914,8;98 452 015,4;99 041 716,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2026700;100;79 845 817,5;81 266 847,7;81 275 052,5
Расходы на выплаты персоналу казенных учреждений;188;03;03;2026700;110;598 172,4;563 569,1;563 754,6
Фонд оплаты труда и страховые взносы;188;03;03;2026700;111;593 672,4;561 739,1;561 924,6
Иные выплаты персоналу, за исключением фонда оплаты труда;188;03;03;2026700;112;4 500,0;1 830,0;1 830,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2026700;130;79 247 645,1;80 703 278,6;80 711 297,9
Денежное довольствие военнослужащих и приравненных к ним лиц;188;03;03;2026700;131;77 975 749,2;78 894 381,8;78 917 581,8
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;2026700;133;7 473,0;;
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;2026700;134;1 264 422,9;1 808 896,8;1 793 716,1
Закупка товаров, работ и услуг для государственных нужд;188;03;03;2026700;200;17 221 167,3;17 120 167,7;17 701 664,0
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2026700;220;8 719 909,8;9 146 330,3;9 508 053,3
Обеспечение специальным топливом и горюче-смазочными материалами в рамках государственного оборонного заказа;188;03;03;2026700;221;1 345 159,1;1 549 622,0;1 549 622,0
Обеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа;188;03;03;2026700;222;459 539,8;423 341,5;423 341,5
Продовольственное обеспечение в рамках государственного оборонного заказа;188;03;03;2026700;223;4 378 135,3;4 769 354,7;5 007 822,4
Продовольственное обеспечение вне рамок государственного оборонного заказа;188;03;03;2026700;224;60 112,2;64 592,6;65 937,0
Вещевое обеспечение в рамках государственного оборонного заказа;188;03;03;2026700;225;2 451 290,3;2 268 661,7;2 385 594,9
Вещевое обеспечение вне рамок государственного оборонного заказа;188;03;03;2026700;226;25 673,1;70 757,8;75 735,5
Иные закупки товаров, работ и услуг для государственных нужд;188;03;03;2026700;240;8 501 257,5;7 973 837,4;8 193 610,7
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;03;03;2026700;242;1 391 548,6;688 178,4;688 178,4
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;03;03;2026700;243;971 733,5;899 233,5;899 233,5
Прочая закупка товаров, работ и услуг для государственных нужд;188;03;03;2026700;244;6 137 975,4;6 386 425,5;6 606 198,8
Иные бюджетные ассигнования;188;03;03;2026700;800;90 930,0;65 000,0;65 000,0
Исполнение судебных актов;188;03;03;2026700;830;50 000,0;50 000,0;50 000,0
Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деятельности казенных учреждений;188;03;03;2026700;831;50 000,0;50 000,0;50 000,0
Уплата налогов, сборов и иных платежей;188;03;03;2026700;850;40 930,0;15 000,0;15 000,0
Уплата налога на имущество организаций и земельного налога;188;03;03;2026700;851;1 000,0;;
Уплата прочих налогов, сборов и иных платежей;188;03;03;2026700;852;39 930,0;15 000,0;15 000,0
Выплата денежных средств военнослужащим, сотрудникам федеральных органов исполнительной власти для оплаты стоимости путевок для их детей в организации отдыха и оздоровления детей, открытые в установленном порядке на территории Российской Федерации;188;03;03;2027000;;2 352,2;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2027000;100;2 352,2;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2027000;130;2 352,2;;
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;2027000;134;2 352,2;;
Возмещение учреждениям государственной и муниципальной систем здравоохранения расходов на оказание медицинской помощи военнослужащим, гражданам, призванным на военные сборы, сотрудникам органов внутренних дел Российской Федерации, государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий, уголовно-исполнительной системы, таможенных органов и лицам начальствующего состава федеральной фельдъегерской связи;188;03;03;2027100;;66 530,0;66 530,0;66 530,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2027100;100;66 530,0;66 530,0;66 530,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2027100;130;66 530,0;66 530,0;66 530,0
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;2027100;134;66 530,0;66 530,0;66 530,0
Пособие на обзаведение имуществом первой необходимости;188;03;03;2027400;;35 600,0;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2027400;100;35 600,0;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2027400;130;35 600,0;;
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;2027400;133;35 600,0;;
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;03;03;2028700;;757 690,0;756 000,0;756 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2028700;100;757 690,0;756 000,0;756 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2028700;130;757 690,0;756 000,0;756 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;2028700;133;757 690,0;756 000,0;756 000,0
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;03;03;2028800;;1 306 605,3;1 287 182,2;1 294 912,7
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2028800;100;1 306 605,3;1 287 182,2;1 294 912,7
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2028800;130;1 306 605,3;1 287 182,2;1 294 912,7
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;2028800;134;1 306 605,3;1 287 182,2;1 294 912,7
Предоставление путевок (пособий) на санаторно-курортное лечение и (или) денежной компенсации;188;03;03;2028900;;1 965,8;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;2028900;100;1 965,8;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;2028900;130;1 965,8;;
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;2028900;134;1 965,8;;
Накопительно-ипотечная система жилищного обеспечения военнослужащих;188;03;03;2120000;;199 465,0;;
Накопительно-ипотечная система жилищного обеспечения военнослужащих;188;03;03;2120100;;199 465,0;;
Социальное обеспечение и иные выплаты населению;188;03;03;2120100;300;199 465,0;;
Социальные выплаты гражданам, кроме публичных нормативных социальных выплат;188;03;03;2120100;320;199 465,0;;
Субсидии гражданам на приобретение жилья;188;03;03;2120100;322;199 465,0;;
Учреждения культуры и мероприятия в сфере культуры и кинематографии;188;03;03;4400000;;60 100,0;60 100,0;60 100,0
Гранты в области науки, культуры, искусства и средств массовой информации;188;03;03;4409000;;60 100,0;60 100,0;60 100,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;4409000;100;57 095,0;57 095,0;57 095,0
Расходы на выплаты персоналу казенных учреждений;188;03;03;4409000;110;40 893,2;40 893,2;40 893,2
Иные выплаты персоналу, за исключением фонда оплаты труда;188;03;03;4409000;112;40 893,2;40 893,2;40 893,2
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;4409000;130;16 201,8;16 201,8;16 201,8
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;4409000;134;16 201,8;16 201,8;16 201,8
Закупка товаров, работ и услуг для государственных нужд;188;03;03;4409000;200;3 005,0;3 005,0;3 005,0
Иные закупки товаров, работ и услуг для государственных нужд;188;03;03;4409000;240;3 005,0;3 005,0;3 005,0
Прочая закупка товаров, работ и услуг для государственных нужд;188;03;03;4409000;244;3 005,0;3 005,0;3 005,0
Социальная помощь;188;03;03;5050000;;487 626,5;494 401,0;495 750,0
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;03;03;5050500;;487 626,5;494 401,0;495 750,0
Пособие по беременности и родам;188;03;03;5050510;;279 806,0;323 701,0;320 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5050510;100;279 806,0;323 701,0;320 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5050510;130;279 806,0;323 701,0;320 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;5050510;133;279 806,0;323 701,0;320 000,0
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;03;03;5050511;;700,0;700,0;750,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5050511;100;700,0;700,0;750,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5050511;130;700,0;700,0;750,0
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;5050511;134;700,0;700,0;750,0
Единовременное пособие при рождении ребенка;188;03;03;5050512;;54 680,0;50 000,0;55 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5050512;100;54 680,0;50 000,0;55 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5050512;130;54 680,0;50 000,0;55 000,0
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;5050512;134;54 680,0;50 000,0;55 000,0
Ежемесячное пособие по уходу за ребенком;188;03;03;5050513;;152 440,5;120 000,0;120 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5050513;100;152 440,5;120 000,0;120 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5050513;130;152 440,5;120 000,0;120 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;5050513;133;152 440,5;120 000,0;120 000,0
Реализация государственных функций в области социальной политики;188;03;03;5140000;;357 504,2;379 000,0;379 100,0
"Федеральный закон от 27 мая 1998 года № 76-ФЗ ""О статусе военнослужащих""";188;03;03;5142200;;349 094,2;375 000,0;375 000,0
Выплаты военнослужащим-гражданам на содержание детей (лиц, находящихся на иждивении), посещающих государственные, муниципальные и негосударственные дошкольные образовательные учреждения;188;03;03;5142203;;2 565,1;;
Социальное обеспечение и иные выплаты населению;188;03;03;5142203;300;2 565,1;;
Социальные выплаты гражданам, кроме публичных нормативных социальных выплат;188;03;03;5142203;320;2 565,1;;
Пособия и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обязательств;188;03;03;5142203;321;2 565,1;;
Подъемное пособие при переезде военнослужащим, проходящим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в связи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образования, срок обучения в котором более одного года, или в связи с передислокацией воинской части;188;03;03;5142204;;346 529,1;375 000,0;375 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5142204;100;346 529,1;375 000,0;375 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5142204;130;346 529,1;375 000,0;375 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;03;03;5142204;133;346 529,1;375 000,0;375 000,0
"Указ Президента Российской Федерации от 30 мая 1994 года № 1110 ""О размере компенсационных выплат отдельным категориям граждан""";188;03;03;5143500;;1 210,0;1 000,0;1 100,0
Ежемесячные компенсационные выплаты матерям (или другим родственникам, фактически осуществляющим уход за ребенком), состоящим в трудовых отношениях на условиях найма с организациями, и женщинам-военнослужащим, находящимся в отпуске по уходу за ребенком;188;03;03;5143503;;1 210,0;1 000,0;1 100,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;03;03;5143503;100;1 210,0;1 000,0;1 100,0
Расходы на выплаты персоналу казенных учреждений;188;03;03;5143503;110;100,0;100,0;100,0
Иные выплаты персоналу, за исключением фонда оплаты труда;188;03;03;5143503;112;100,0;100,0;100,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;03;03;5143503;130;1 110,0;900,0;1 000,0
Иные выплаты персоналу, за исключением денежного довольствия;188;03;03;5143503;134;1 110,0;900,0;1 000,0
