year	month	reg_name	ind_bribery	ind_robbery	ind_rape	ind_steal	ind_drugs	ind_peculation	ind_brigadary	ind_death	ind_harm	ind_ruffian
2009	11	Пермский край	0.75	28.11	0.66	120.41	9.9	3.05	2.17	1.77	4.6	0.7
2009	11	Республика Башкортостан	0.33	4.69	0.39	56.88	7.55	2.28	0.69	0.96	1.95	0.35
2009	11	Республика Марий Эл	0.17	13.22	0.71	57.59	7.68	0.68	0.57	2.56	1.42	1.28
2009	11	Республика Мордовия	0.97	2.26	0.0	23.08	6.31	3.06	0.0	1.07	2.26	0.12
2009	11	Республика Татарстан (Татарстан)	0.51	7.15	0.19	64.45	8.98	1.34	0.96	0.72	1.7	0.56
2009	11	Самарская область	0.22	19.76	0.25	79.43	22.76	2.62	1.39	1.01	1.83	0.69
2009	11	Саратовская область	0.36	10.64	0.19	55.93	9.33	1.63	1.28	0.89	2.48	0.04
2009	11	Удмуртская Республика	0.32	20.49	0.65	82.14	8.68	3.0	1.83	0.72	3.26	0.91
2009	11	Ульяновская область	0.36	6.25	0.08	45.04	8.15	2.14	0.84	0.91	1.22	0.23
2009	11	Чувашская Республика - Чувашия	0.37	6.39	0.31	45.69	4.52	1.12	0.39	0.86	2.73	1.09
2009	11	СЕВЕРО-КАВКАЗСКИЙ ФО	-	-	-	-	-	-	-	-	-	-
2009	11	Кабардино-Балкарская Республика	0.14	4.6	0.34	29.17	6.96	0.56	1.23	0.9	1.12	0.79
2009	11	Карачаево-Черкесская Республика	0.58	2.81	0.47	20.59	6.32	2.04	1.87	1.17	1.17	0.0
2009	11	Республика Дагестан	0.1	0.89	0.11	7.74	3.76	0.3	0.56	0.48	0.6	0.15
2009	11	Республика Ингушетия	0.0	0.4	0.0	5.0	4.0	0.29	0.2	1.4	0.4	1.6
2009	11	Республика Северная Осетия-Алания	0.7	7.54	0.57	44.84	38.29	1.93	1.14	1.28	1.14	0.71
2009	11	Ставропольский край	1.11	4.88	0.26	39.19	14.53	1.77	1.29	0.55	1.81	0.22
2009	11	Чеченская Республика	0.12	0.17	0.0	3.47	5.54	0.12	0.0	0.58	0.17	0.17
2009	12	ЦЕНТРАЛЬНЫЙ ФО	0.28	10.49	0.39	66.58	7.97	1.39	1.84	0.82	1.73	0.56
2009	12	Белгородская область	0.23	5.66	0.2	37.98	2.63	1.31	0.33	0.2	1.18	0.46
2009	12	Брянская область	0.63	6.04	0.15	64.27	4.43	3.61	0.92	0.61	1.76	0.76
2009	12	Владимирская область	0.16	10.07	0.07	73.75	5.86	1.53	2.0	1.24	2.35	0.41
2009	12	Воронежская область	0.1	5.48	0.18	50.52	7.85	0.71	0.79	0.57	0.96	0.09
2009	12	Город Москва столица Российской Федерации город федерального значения	0.52	16.05	0.29	86.62	7.76	0.69	2.9	0.53	1.22	0.97
2009	12	Ивановская область	0.43	11.49	0.09	68.64	9.26	1.83	1.02	1.2	2.22	0.28
2009	12	Калужская область	0.12	6.07	0.5	68.12	5.87	2.43	1.49	0.99	1.89	0.8
2009	12	Костромская область	0.0	7.46	0.43	41.46	9.33	1.01	1.58	1.29	1.87	0.0
2009	12	Курская область	0.3	7.05	0.26	68.47	4.47	0.81	0.77	0.52	1.72	0.17
2009	12	Липецкая область	0.3	9.33	0.0	58.01	4.45	3.61	0.26	1.11	1.54	0.34
2009	12	Московская область	0.17	9.4	0.21	60.57	10.97	0.94	2.46	1.24	2.29	0.36
2009	12	Орловская область	0.14	4.87	0.0	55.72	13.02	1.71	1.34	0.49	0.97	0.61
2009	12	Рязанская область	0.2	3.01	0.43	24.39	5.93	0.99	0.77	1.03	1.37	0.0
2009	12	Смоленская область	0.12	12.2	6.31	68.65	9.97	11.45	1.02	1.22	2.95	0.81
2009	12	Тамбовская область	0.11	3.98	0.27	36.98	10.58	0.74	0.72	0.63	1.99	0.63
2009	12	Тверская область	0.0	12.11	0.43	97.13	9.21	1.27	1.16	0.87	2.46	0.94
2009	12	Тульская область	0.0	7.6	0.13	37.22	7.66	0.07	1.72	1.09	2.49	0.32
2009	12	Ярославская область	0.18	15.36	0.15	79.54	6.77	0.71	1.6	0.61	1.83	0.08
2009	12	ЮЖНЫЙ ФО	0.46	5.28	0.33	39.79	10.13	1.29	1.14	0.76	1.37	0.35
2009	12	Астраханская область	1.7	12.09	1.4	65.74	19.68	1.46	1.7	0.9	1.7	1.2
2009	12	Волгоградская область	0.68	9.51	0.46	57.58	12.38	3.52	1.19	0.84	2.76	0.5
2009	12	Краснодарский край	0.3	4.18	0.2	40.81	8.92	1.14	0.9	0.68	1.66	0.1
2009	12	Республика Адыгея (Адыгея)	0.27	5.21	0.91	34.91	8.61	0.82	0.45	1.59	1.36	0.0
2009	12	Республика Калмыкия	0.0	5.95	0.35	32.22	10.16	0.0	1.05	0.0	2.8	1.05
2009	12	Ростовская область	0.39	7.03	0.21	57.7	10.46	0.5	1.62	0.42	1.18	0.28
2009	12	СЕВЕРО-ЗАПАДНЫЙ ФО	0.3	13.72	0.2	71.92	14.21	3.18	1.8	1.25	2.28	0.5
2009	12	Архангельская область	0.47	11.16	0.31	75.32	4.32	4.41	1.97	1.73	2.28	0.55
2009	12	Вологодская область	0.1	11.94	0.16	83.41	11.12	1.26	2.29	1.72	2.37	0.98
2009	12	Город Санкт-Петербург город федерального значения	0.1	18.04	0.13	53.59	22.9	0.7	1.86	0.94	1.31	0.48
2009	12	Калининградская область	0.63	14.93	0.0	92.81	10.56	11.02	0.75	1.28	2.24	0.11
2009	12	Ленинградская область	0.21	12.86	0.18	77.2	9.67	4.16	3.12	2.14	2.88	0.43
2009	12	Мурманская область	1.25	9.87	0.0	72.27	15.04	1.81	0.71	0.59	3.17	0.24
2009	12	Новгородская область	0.0	12.72	0.61	108.21	13.03	1.08	2.61	1.38	3.22	1.07
2009	12	Псковская область	0.66	8.51	0.14	86.77	8.93	1.98	0.85	0.99	2.69	0.43
2009	12	Республика Карелия	0.0	8.54	0.29	93.97	8.83	15.23	1.16	0.58	2.61	0.43
2009	12	Республика Коми	0.5	10.85	0.52	58.98	9.09	1.75	1.03	1.14	3.82	0.31
2009	12	ДАЛЬНЕВОСТОЧНЫЙ ФО	0.52	15.26	0.57	86.95	14.99	4.03	1.51	1.34	4.53	0.15
2009	12	Амурская область	0.56	16.1	0.11	74.52	18.4	0.84	1.72	1.61	4.71	0.23
2009	12	Еврейская автономная область	1.31	16.71	0.54	104.56	26.41	1.31	0.54	0.54	4.85	0.0
2009	12	Камчатская область	1.04	4.34	0.0	43.1	15.33	0.0	0.0	0.29	0.58	0.0
2009	12	Магаданская область	5.07	8.44	0.6	71.76	19.3	0.0	0.6	2.41	6.03	0.0
2009	12	Приморский край	0.12	13.93	0.25	92.54	18.49	3.8	2.0	1.2	3.81	0.1
2009	12	Республика Саха (Якутия)	0.41	12.82	0.74	72.63	6.2	15.63	2.31	1.05	5.26	0.11
2009	12	Сахалинская область	0.23	12.34	0.0	87.75	14.85	1.15	1.35	2.31	5.4	0.0
2009	12	Хабаровский край	0.51	23.01	1.5	107.71	12.18	2.12	0.85	1.35	5.41	0.36
2009	12	Чукотский автономный округ	0.0	5.97	1.99	49.74	3.98	0.0	0.0	3.98	3.98	0.0
2009	12	СИБИРСКИЙ ФО	0.56	18.02	0.37	88.72	17.2	2.99	2.19	1.81	5.22	0.52
2009	12	Алтайский край	0.05	10.8	0.32	64.42	21.61	2.04	0.88	1.04	2.91	0.04
2009	12	Иркутская область	0.24	29.39	0.4	96.66	11.33	1.22	3.71	1.87	7.14	1.08
2009	12	Кемеровская область	0.13	29.15	0.25	97.5	14.98	1.65	2.83	1.27	6.3	0.35
2009	12	Красноярский край	0.96	14.77	0.24	91.23	22.52	5.66	1.8	1.83	4.74	0.42
2009	12	Новосибирская область	0.22	16.92	0.23	93.53	21.7	4.03	2.81	1.44	3.0	0.57
2009	12	Омская область	2.13	9.32	0.45	64.57	7.53	4.26	1.24	1.14	3.27	0.59
2009	12	Республика Алтай	0.0	10.14	0.97	65.66	6.76	4.43	1.93	2.9	7.24	0.48
2009	12	Республика Бурятия	1.31	17.4	0.73	106.16	24.48	1.57	1.46	3.33	5.0	1.56
2009	12	Республика Тыва	0.0	10.27	2.25	47.81	31.77	4.05	1.6	6.74	27.6	0.64
2009	12	Республика Хакасия	0.23	9.68	0.19	101.07	15.64	1.81	1.3	1.49	6.14	0.0
2009	12	Томская область	0.46	17.87	0.19	126.96	14.49	1.15	1.16	0.58	3.67	0.0
2009	12	Читинская область	-	-	-	-	-	-	-	-	-	-
2009	12	УРАЛЬСКИЙ ФО	0.39	15.56	0.4	83.45	13.05	3.22	1.4	1.28	3.41	0.77
2009	12	Курганская область	0.37	7.71	0.52	56.54	12.29	3.35	0.31	1.77	3.02	1.04
2009	12	Свердловская область	0.24	15.52	0.52	79.56	11.78	1.88	1.46	1.05	3.37	0.3
2009	12	Тюменская область	0.73	11.86	0.33	81.97	15.09	1.64	1.63	1.54	3.65	1.36
2009	12	Челябинская область	0.27	21.3	0.28	97.12	12.87	6.34	1.4	1.2	3.36	0.71
2009	12	ПРИВОЛЖСКИЙ ФО	1.0	13.86	0.38	71.78	10.7	3.08	1.25	1.0	2.23	0.48
2009	12	Кировская область	1.33	6.3	0.35	50.03	2.34	1.58	0.99	0.99	1.98	0.07
2009	12	Нижегородская область	0.69	22.29	0.12	91.82	8.24	3.54	0.98	0.57	1.82	0.21
2009	12	Оренбургская область	0.97	10.52	0.28	56.91	8.73	3.53	0.99	1.79	2.74	0.42
2009	12	Пензенская область	0.25	3.89	0.36	49.78	5.26	2.01	0.58	0.58	1.95	0.07
2009	12	Пермский край	0.53	28.14	0.48	134.9	9.49	1.95	2.54	2.02	4.49	0.77
2009	12	Республика Башкортостан	0.24	10.36	0.35	73.78	11.84	3.96	1.11	0.94	2.57	0.49
2009	12	Республика Марий Эл	0.34	10.24	0.43	56.74	9.81	0.0	1.0	1.14	2.56	1.85
2009	12	Республика Мордовия	4.59	3.21	0.12	27.73	2.02	8.2	0.83	0.59	1.19	0.24
2009	12	Республика Татарстан (Татарстан)	1.08	8.42	0.32	65.19	11.14	1.53	0.98	0.77	1.38	0.53
2009	12	Самарская область	0.48	18.44	0.16	75.01	22.72	2.18	1.77	1.1	2.14	0.95
2009	12	Саратовская область	0.32	9.37	0.04	60.11	11.19	5.4	0.85	0.77	1.39	0.19
2009	12	Удмуртская Республика	0.24	24.99	2.61	78.68	12.79	2.84	2.09	0.85	2.74	0.91
2009	12	Ульяновская область	7.3	8.31	0.15	43.29	12.04	1.6	1.75	0.91	2.36	0.0
2009	12	Чувашская Республика - Чувашия	0.47	12.09	0.39	44.44	4.68	5.7	0.31	0.55	1.25	0.16
2009	12	СЕВЕРО-КАВКАЗСКИЙ ФО	-	-	-	-	-	-	-	-	-	-
2009	12	Кабардино-Балкарская Республика	0.42	4.71	0.22	32.54	5.05	0.14	2.13	0.45	1.23	0.67
2009	12	Карачаево-Черкесская Республика	1.16	2.57	0.94	24.8	12.87	6.4	3.04	2.11	0.7	0.47
2009	12	Республика Дагестан	0.1	1.41	0.41	8.56	3.01	0.3	0.45	0.74	0.52	0.15
2009	12	Республика Ингушетия	0.29	0.4	0.0	4.8	2.6	0.29	0.8	2.0	0.2	1.8
2009	12	Республика Северная Осетия-Алания	0.35	4.27	0.28	21.92	16.94	0.53	0.71	1.14	0.85	0.28
2009	12	Ставропольский край	0.75	5.8	0.22	47.61	16.12	1.81	1.33	0.59	1.44	0.41
2009	12	Чеченская Республика	0.0	0.25	0.0	3.64	6.29	0.74	0.25	1.24	0.08	0.08
2010	1	ЦЕНТРАЛЬНЫЙ ФО	1.38	7.44	0.2	47.4	10.3	6.33	1.36	0.66	1.6	0.44
2010	1	Белгородская область	1.31	5.44	0.07	28.59	15.93	20.6	0.52	0.13	1.18	0.2
2010	1	Брянская область	2.18	5.69	0.38	44.7	17.62	24.67	1.0	0.62	1.92	0.31
2010	1	Владимирская область	1.94	8.27	0.28	59.04	8.68	11.5	1.6	0.97	2.43	0.35
2010	1	Воронежская область	1.68	3.66	0.13	34.98	9.82	2.91	0.62	0.53	1.37	0.04
2010	1	Город Москва столица Российской Федерации город федерального значения	1.74	10.3	0.2	59.29	7.91	2.19	1.86	0.49	0.98	0.71
2010	1	Ивановская область	1.19	7.18	0.19	48.37	10.25	8.65	0.93	1.03	2.52	0.37
2010	1	Калужская область	1.86	5.48	0.1	54.15	9.27	16.51	1.4	0.8	1.7	0.3
2010	1	Костромская область	3.06	6.64	0.29	37.41	9.24	6.12	1.3	0.43	1.44	0.0
2010	1	Курская область	0.41	6.92	0.0	53.57	10.73	4.47	1.38	0.17	1.56	0.0
2010	1	Липецкая область	0.2	6.27	0.09	37.05	7.82	7.65	0.26	1.03	2.23	0.17
2010	1	Московская область	0.86	7.49	0.18	45.14	9.85	6.95	1.73	0.94	1.88	0.51
2010	1	Орловская область	1.15	6.73	0.24	34.89	13.59	11.18	0.98	0.24	1.84	0.24
2010	1	Рязанская область	0.5	2.16	0.17	17.02	10.88	0.2	0.26	0.69	1.21	0.09
2010	1	Смоленская область	1.55	8.62	0.31	51.53	20.94	9.54	0.92	0.72	1.64	1.33
2010	1	Тамбовская область	4.99	3.28	0.27	23.34	20.06	1.49	0.27	0.73	1.55	0.55
2010	1	Тверская область	0.68	7.01	0.29	68.28	9.79	3.67	1.17	1.02	1.9	0.37
2010	1	Тульская область	0.22	3.67	0.0	23.89	9.34	2.15	1.22	0.58	2.45	0.26
2010	1	Ярославская область	0.0	10.23	0.53	57.77	6.87	5.41	1.98	0.84	2.44	0.08
2010	1	ЮЖНЫЙ ФО	-	-	-	-	-	-	-	-	-	-
2010	1	Астраханская область	1.93	8.46	0.7	50.83	16.71	3.5	2.69	0.7	2.69	0.8
2010	1	Волгоградская область	0.91	10.35	0.58	46.02	14.51	7.89	1.39	0.65	2.23	0.31
2010	1	Краснодарский край	0.74	3.13	0.29	30.2	17.54	4.33	0.84	0.54	1.63	0.16
2010	1	Республика Адыгея (Адыгея)	1.36	3.84	0.45	28.01	8.13	3.53	0.9	0.23	1.81	0.0
2010	1	Республика Калмыкия	0.44	5.63	0.0	18.66	22.18	2.67	1.06	1.06	2.82	1.06
2010	1	Ростовская область	2.1	7.26	0.21	49.44	14.43	7.83	1.32	0.54	1.65	0.35
2010	1	СЕВЕРО-ЗАПАДНЫЙ ФО	0.7	9.4	0.12	47.34	11.11	3.3	1.23	0.99	2.13	0.4
2010	1	Архангельская область	0.47	8.72	0.24	56.18	5.78	5.11	0.79	0.55	2.85	0.24
2010	1	Вологодская область	0.98	8.7	0.0	61.81	11.82	6.83	1.4	1.48	2.79	0.99
2010	1	Город Санкт-Петербург город федерального значения	0.12	10.52	0.13	31.71	14.43	0.77	1.16	0.87	1.03	0.28
2010	1	Калининградская область	1.5	8.43	0.11	60.81	9.28	15.03	0.96	0.64	2.24	0.32
2010	1	Ленинградская область	0.07	10.05	0.0	46.69	5.02	0.21	2.02	1.35	2.21	0.12
2010	1	Мурманская область	0.28	9.02	0.0	63.15	12.82	1.55	0.71	0.36	2.37	0.47
2010	1	Новгородская область	5.8	6.5	0.15	51.39	8.2	1.09	2.17	0.77	2.63	0.31
2010	1	Псковская область	0.17	8.9	0.0	51.41	9.33	2.17	1.15	0.72	2.87	0.29
2010	1	Республика Карелия	0.86	6.84	0.0	63.71	13.96	3.27	1.02	1.89	2.47	0.29
2010	1	Республика Коми	1.01	10.12	0.52	48.62	13.14	6.81	0.83	1.46	4.07	1.15
2010	1	ДАЛЬНЕВОСТОЧНЫЙ ФО	0.71	12.34	0.29	66.45	15.11	3.97	1.22	1.41	4.43	0.23
2010	1	Амурская область	0.28	13.77	0.58	62.58	21.17	0.28	1.16	1.97	4.97	0.12
2010	1	Еврейская автономная область	1.32	8.09	0.0	76.59	17.8	1.32	0.54	0.54	4.31	0.0
2010	1	Камчатская область	0.35	3.78	0.58	39.59	9.02	2.44	0.0	1.75	1.75	0.0
2010	1	Магаданская область	1.47	7.98	0.61	55.23	21.48	0.0	2.45	1.23	6.14	0.0
2010	1	Приморский край	0.36	13.33	0.15	72.18	18.56	4.11	1.31	1.46	3.17	0.35
2010	1	Республика Саха (Якутия)	0.82	11.79	0.53	49.38	5.48	11.93	2.11	0.63	7.69	0.32
2010	1	Сахалинская область	0.0	11.86	0.0	70.75	14.77	5.82	1.55	1.17	3.89	0.0
2010	1	Хабаровский край	1.61	14.19	0.21	78.61	13.7	1.7	0.71	1.64	4.21	0.29
2010	1	Чукотский автономный округ	0.0	0.0	0.0	28.27	10.1	0.0	0.0	2.02	8.08	0.0
2010	1	СИБИРСКИЙ ФО	0.69	13.47	0.28	63.44	19.18	4.07	1.74	1.45	4.5	0.24
2010	1	Алтайский край	0.48	7.77	0.12	53.39	18.46	3.38	0.6	1.12	3.44	0.0
2010	1	Иркутская область	0.2	23.23	0.24	69.56	15.29	1.57	2.67	1.48	5.99	0.72
2010	1	Кемеровская область	0.38	19.31	0.11	62.05	14.95	1.74	2.3	1.59	5.1	0.07
2010	1	Красноярский край	0.17	11.04	0.28	68.72	19.34	5.74	1.63	1.31	4.12	0.14
2010	1	Новосибирская область	0.94	12.99	0.11	66.48	29.93	5.64	2.35	1.14	2.46	0.38
2010	1	Омская область	2.13	5.96	0.3	42.65	23.43	6.16	0.7	0.7	1.89	0.1
2010	1	Республика Алтай	13.19	7.17	0.48	51.15	19.12	7.54	0.0	3.82	7.65	0.0
2010	1	Республика Бурятия	0.52	12.07	0.94	82.02	15.72	0.92	1.04	2.71	5.31	0.52
2010	1	Республика Тыва	0.0	9.24	1.59	32.49	25.8	6.72	1.59	4.46	19.11	0.0
2010	1	Республика Хакасия	0.23	8.18	0.19	62.26	13.94	2.04	1.12	0.93	3.35	0.19
2010	1	Томская область	0.23	16.66	0.0	76.36	14.06	2.52	1.25	0.58	5.01	0.1
2010	1	Читинская область	-	-	-	-	-	-	-	-	-	-
2010	1	УРАЛЬСКИЙ ФО	1.0	10.96	0.29	58.08	11.85	9.34	1.21	1.0	2.96	0.46
2010	1	Курганская область	0.38	7.56	0.31	46.08	13.54	2.0	0.94	0.73	1.99	1.15
2010	1	Свердловская область	0.62	11.97	0.39	59.0	11.81	7.44	1.25	0.91	3.05	0.23
2010	1	Тюменская область	1.23	8.56	0.24	61.96	14.74	7.08	1.74	1.12	3.24	0.76
2010	1	Челябинская область	1.43	12.94	0.23	56.43	8.64	15.83	0.71	1.05	2.85	0.26
2010	1	ПРИВОЛЖСКИЙ ФО	1.01	10.49	0.24	51.8	10.73	6.72	0.98	0.87	2.26	0.32
2010	1	Кировская область	2.26	4.92	0.07	39.04	5.64	3.77	0.43	0.57	2.07	0.14
2010	1	Нижегородская область	0.49	16.58	0.03	73.22	7.03	14.04	1.02	0.75	1.62	0.15
2010	1	Оренбургская область	1.03	8.71	0.19	41.3	11.13	9.29	0.38	1.37	3.22	0.24
2010	1	Пензенская область	0.93	2.68	0.29	29.35	7.46	1.09	0.65	0.36	1.3	0.0
2010	1	Пермский край	0.76	22.15	0.52	98.25	8.09	2.49	2.22	1.48	4.91	0.44
2010	1	Республика Башкортостан	1.17	6.06	0.25	39.78	12.22	6.69	0.39	1.01	2.17	0.2
2010	1	Республика Марий Эл	0.34	10.0	0.0	41.28	7.86	1.71	1.14	1.71	2.86	0.71
2010	1	Республика Мордовия	4.62	2.64	0.12	18.13	6.24	6.3	0.6	0.72	2.04	0.48
2010	1	Республика Татарстан (Татарстан)	0.41	6.66	0.29	49.54	9.55	7.5	0.82	0.56	1.75	0.34
2010	1	Самарская область	0.96	15.14	0.16	56.47	21.44	4.44	1.89	0.98	2.11	0.73
2010	1	Саратовская область	1.09	8.24	0.08	44.74	13.8	8.11	0.78	0.47	1.28	0.23
2010	1	Удмуртская Республика	0.47	16.23	0.2	70.0	11.38	4.19	1.31	0.52	2.81	0.59
2010	1	Ульяновская область	2.15	7.05	0.38	30.35	9.66	3.13	1.07	0.77	1.69	0.23
2010	1	Чувашская Республика - Чувашия	0.19	7.66	0.86	28.37	5.24	11.87	0.31	1.02	1.8	0.16
2010	1	СЕВЕРО-КАВКАЗСКИЙ ФО	-	-	-	-	-	-	-	-	-	-
2010	1	Кабардино-Балкарская Республика	0.14	5.04	0.11	24.88	14.46	3.46	1.34	0.45	0.9	0.11
2010	1	Карачаево-Черкесская Республика	0.87	4.45	0.0	22.94	9.36	1.74	0.47	0.94	2.11	0.47
2010	1	Республика Дагестан	0.4	1.22	0.3	9.22	3.25	0.74	0.44	0.52	0.26	0.11
2010	1	Республика Ингушетия	0.55	0.2	0.0	3.74	6.69	0.0	0.2	1.18	0.39	0.79
2010	1	Республика Северная Осетия-Алания	0.87	5.7	0.14	22.94	20.66	9.97	0.43	0.28	0.71	0.43
2010	1	Ставропольский край	1.9	4.36	0.11	33.91	19.65	3.14	1.03	0.81	1.59	0.18
2010	1	Чеченская Республика	0.0	0.24	0.0	4.6	4.84	0.36	0.24	0.65	0.0	0.0
2010	2	ЦЕНТРАЛЬНЫЙ ФО	1.03	8.26	0.23	53.22	10.71	3.84	1.23	0.67	1.35	0.38
2010	2	Белгородская область	1.38	5.38	0.26	31.21	10.49	9.3	0.33	0.26	0.85	0.2
2010	2	Брянская область	0.54	5.54	0.0	49.24	18.31	7.62	0.77	0.62	1.69	0.38
2010	2	Владимирская область	0.73	7.78	0.28	63.97	10.28	7.13	1.11	0.28	1.88	0.35
2010	2	Воронежская область	0.61	3.48	0.04	40.26	9.16	1.74	0.7	0.7	1.37	0.13
2010	2	Город Москва столица Российской Федерации город федерального значения	1.25	12.24	0.19	66.64	9.45	1.72	1.79	0.46	0.83	0.54
2010	2	Ивановская область	1.84	7.64	0.28	60.29	9.6	5.84	2.05	1.03	2.05	0.19
2010	2	Калужская область	2.44	6.48	0.5	55.24	12.96	13.49	1.5	0.7	1.99	0.1
2010	2	Костромская область	0.34	6.79	0.29	40.73	12.42	10.2	0.72	1.01	1.59	0.29
2010	2	Курская область	0.71	6.23	0.35	57.21	8.65	2.03	0.87	0.78	1.21	0.09
2010	2	Липецкая область	0.5	7.48	0.09	44.18	7.22	8.96	0.09	0.86	1.29	0.26
2010	2	Московская область	0.93	7.28	0.13	49.12	11.9	3.7	1.47	1.06	1.59	0.4
2010	2	Орловская область	1.0	4.04	0.0	43.46	14.44	4.01	1.22	0.49	0.98	0.61
2010	2	Рязанская область	0.0	3.63	0.0	19.18	11.57	1.1	0.86	0.78	0.95	0.09
2010	2	Смоленская область	1.55	10.98	0.21	65.39	10.98	6.68	1.23	0.62	1.95	0.92
2010	2	Тамбовская область	2.23	2.83	0.09	25.8	19.24	2.55	0.36	0.46	1.28	0.55
2010	2	Тверская область	0.43	10.66	0.22	76.16	9.05	1.79	1.02	0.8	2.26	0.58
2010	2	Тульская область	0.59	4.44	1.55	26.4	8.56	1.41	0.71	0.84	1.8	0.19
2010	2	Ярославская область	0.8	12.51	0.23	68.52	7.63	2.84	0.61	0.46	1.76	0.08
2010	2	ЮЖНЫЙ ФО	-	-	-	-	-	-	-	-	-	-
2010	2	Астраханская область	2.05	9.95	0.3	55.01	16.22	3.02	1.79	0.4	1.59	0.7
2010	2	Волгоградская область	1.45	13.62	0.42	53.52	11.5	10.43	1.15	0.92	1.65	0.31
2010	2	Краснодарский край	0.88	2.9	0.19	36.74	16.36	4.33	0.7	0.66	1.36	0.23
2010	2	Республика Адыгея (Адыгея)	0.27	6.55	0.0	37.49	7.23	1.9	0.9	0.68	1.58	0.23
2010	2	Республика Калмыкия	0.89	4.93	1.06	17.96	16.55	4.0	0.35	1.06	1.41	0.35
2010	2	Ростовская область	1.19	6.13	0.17	53.04	13.67	3.43	0.83	0.68	1.23	0.0
2010	2	СЕВЕРО-ЗАПАДНЫЙ ФО	1.84	9.52	0.25	55.96	14.78	2.86	1.43	0.93	1.83	0.47
2010	2	Архангельская область	2.18	10.38	1.35	63.79	9.43	3.03	0.87	1.27	2.54	0.55
2010	2	Вологодская область	5.37	9.6	0.0	69.61	11.16	2.63	1.23	0.82	3.04	1.48
2010	2	Город Санкт-Петербург город федерального значения	0.42	11.13	0.17	42.93	20.34	0.95	1.62	0.76	0.96	0.44
2010	2	Калининградская область	1.63	10.13	0.0	73.4	10.56	4.88	1.17	0.85	1.17	0.0
2010	2	Ленинградская область	0.49	7.6	0.25	57.72	8.64	1.62	2.14	0.98	1.84	0.31
2010	2	Мурманская область	1.83	7.48	0.0	59.35	17.92	2.67	1.07	0.71	1.66	0.71
2010	2	Новгородская область	10.88	7.74	0.31	61.15	12.23	10.7	1.7	0.93	2.48	0.0
2010	2	Псковская область	0.17	7.04	0.0	59.31	7.75	4.18	1.01	0.86	1.87	0.0
2010	2	Республика Карелия	2.24	7.42	0.15	63.42	15.85	2.75	1.02	1.16	2.62	0.44
2010	2	Республика Коми	1.26	9.6	0.21	56.23	17.74	6.56	1.36	1.46	3.34	0.42
2010	2	ДАЛЬНЕВОСТОЧНЫЙ ФО	0.51	12.01	0.25	78.19	17.55	3.29	1.25	1.39	3.65	0.22
2010	2	Амурская область	0.0	9.95	0.0	73.57	26.26	1.41	0.93	1.27	4.05	0.0
2010	2	Еврейская автономная область	1.32	8.09	1.62	79.28	26.43	0.66	1.08	2.16	3.24	0.0
2010	2	Камчатская область	0.0	3.78	0.0	43.37	10.77	12.21	0.29	1.16	2.33	0.0
2010	2	Магаданская область	2.95	5.52	0.61	69.34	17.79	1.47	0.0	0.61	5.52	0.0
2010	2	Приморский край	0.6	13.33	0.25	83.3	20.07	1.9	1.61	1.21	3.37	0.4
2010	2	Республика Саха (Якутия)	0.14	12.74	0.42	70.65	7.37	6.17	1.37	2.32	4.84	0.53
2010	2	Сахалинская область	1.16	6.03	0.0	73.66	19.44	5.12	1.75	0.97	2.92	0.19
2010	2	Хабаровский край	0.42	16.76	0.21	90.66	15.62	2.46	1.14	1.36	3.07	0.0
2010	2	Чукотский автономный округ	0.0	2.02	0.0	58.56	8.08	0.0	0.0	0.0	14.14	0.0
2010	2	СИБИРСКИЙ ФО	1.08	14.13	0.36	73.56	17.5	5.51	1.88	1.35	3.84	0.35
2010	2	Алтайский край	1.38	8.89	0.44	61.16	19.1	3.48	0.76	1.0	2.04	0.08
2010	2	Иркутская область	0.54	22.75	0.2	80.1	14.05	1.27	3.47	1.6	5.47	0.84
2010	2	Кемеровская область	0.21	17.65	0.28	72.86	18.11	2.54	2.23	1.38	4.85	0.11
2010	2	Красноярский край	0.83	11.59	0.35	77.31	21.39	7.7	1.42	1.18	3.63	0.42
2010	2	Новосибирская область	3.76	15.15	0.23	77.73	18.94	13.38	2.23	0.72	2.2	0.38
2010	2	Омская область	0.77	7.4	0.1	56.75	14.99	5.74	1.09	0.65	1.84	0.2
2010	2	Республика Алтай	0.63	5.74	0.48	63.1	15.3	18.85	0.96	0.96	6.21	0.48
2010	2	Республика Бурятия	0.0	13.43	0.31	96.28	19.98	1.44	0.94	2.71	4.37	0.94
2010	2	Республика Тыва	0.45	13.38	3.5	31.22	20.39	5.82	2.87	3.82	14.33	0.96
2010	2	Республика Хакасия	0.68	7.43	0.19	72.48	12.45	1.36	0.93	1.67	2.79	0.0
2010	2	Томская область	0.46	18.39	0.19	76.17	11.56	2.86	2.12	1.06	2.21	0.1
2010	2	Читинская область	-	-	-	-	-	-	-	-	-	-
2010	2	УРАЛЬСКИЙ ФО	1.69	12.67	0.33	68.58	14.1	7.93	1.11	1.29	2.49	0.64
2010	2	Курганская область	0.13	7.66	0.31	56.79	17.11	1.0	1.05	1.89	1.78	1.26
2010	2	Свердловская область	0.78	12.52	0.48	65.74	12.83	6.28	0.98	1.11	2.43	0.34
2010	2	Тюменская область	1.52	11.15	0.32	70.2	18.04	13.9	1.29	1.06	2.94	1.09
