person_id	person	income	ptype	name	transport_raw
1e4964fe9066cafc6ac176a480eafacb	Здор А.Г.	1005511	_himself	Здор А.Г.	
1e4964fe9066cafc6ac176a480eafacb	Здор А.Г.	108300	wife	супруга	
435591310f6d2ca694036314d5d311b9	Забавин А.Н.	1051022.98	_himself	Забавин А.Н.	
435591310f6d2ca694036314d5d311b9	Забавин А.Н.	277990.88	wife	супруга	
38a0030b90961b453e80d41142f124d8	Зайнетдинов И.Р.	633253.98	_himself	Зайнетдинов И.Р.	Шевроле Вила
38a0030b90961b453e80d41142f124d8	Зайнетдинов И.Р.	182991.25	wife	супруга	
35f6b56adb93f549d83406f79f4398ff	Зайцев Н.В.	1309122.64	_himself	Зайцев Н.В.	Легковой автомобиль -1 Тойота -Спринтер
35f6b56adb93f549d83406f79f4398ff	Зайцев Н.В.	228348	wife	супруга	
9c097197e7c7cee50cdb42061a2bda8b	Задорожный В.Н.	None	_himself	Задорожный В.Н.	
9c097197e7c7cee50cdb42061a2bda8b	Задорожный В.Н.	2090005	wife	супруга	Тойота ленд крузер
06fe9173cd34d76865a6be734dd45416	Захарчук А.К.	1087293.35	_himself	Захарчук А.К.	Форд фокус
06fe9173cd34d76865a6be734dd45416	Захарчук А.К.	149204.47	wife	супруга	
8ca4696952933827215cee170620622c	Зыков К.В.	552392	_himself	Зыков К.В.	
8ca4696952933827215cee170620622c	Зыков К.В.	250000	daughter	дочь	
8ca4696952933827215cee170620622c	Зыков К.В.	45000	wife	супруга	Нисан микро
424c57a9241f53f52b98d6ffb07e5e21	Заводный А.В.	711258	_himself	Заводный А.В.	Автомобиль «Хендай акцент»
424c57a9241f53f52b98d6ffb07e5e21	Заводный А.В.	246684.63	wife	супруга	
9796a7c48bd16c1972d0d7b402f43c85	Здор А.Г.	1005511	_himself	Здор А.Г.	
9796a7c48bd16c1972d0d7b402f43c85	Здор А.Г.	108300	wife	супруга	
4489b21e85610c8a7c2be83690e658de	Зиновьев О.М.	612065.79	_himself	Зиновьев О.М.	Микроавтобус «Тойота Аит Айс»
4489b21e85610c8a7c2be83690e658de	Зиновьев О.М.	64800	wife	супруга	
fcc1efd51f1bf331e26ad7430d84db43	Зубарев Ю.А.	1068602.42	_himself	Зубарев Ю.А.	Легковой автомобиль ВАЗ 21093
fcc1efd51f1bf331e26ad7430d84db43	Зубарев Ю.А.	305339.84	wife	супруга	
3ffdafe7c8ce0fe2e7496d8aa3d396ae	Зеленов Ю.Н.	512.845	_himself	Зеленов Ю.Н.	Хендай «Тибурон»
3ffdafe7c8ce0fe2e7496d8aa3d396ae	Зеленов Ю.Н.	None	wife	супруга	
799e83e616fb70c591319512bf4efedb	Заверак В.Г.	564742.4	_himself	Заверак В.Г.	Автомобиль Шевроле-Нива
799e83e616fb70c591319512bf4efedb	Заверак В.Г.	472000	wife	супруга	Автомобиль Опель Корса
8f598f06f4c8365248783b9e3808ae6b	Заварин В.Н.	718875.13	_himself	Заварин В.Н.	
8f598f06f4c8365248783b9e3808ae6b	Заварин В.Н.	112975.21	wife	супруга	Митцубисси аутлендер
8971332716db48662aee7ee30619e8b6	Зиворов В.Г.	2810487.83	_himself	Зиворов В.Г.	Газ 31029
2fd1c77d7f244c3e1f8f353b0a00d537	Заря А.В.	1192177	_himself	Заря А.В.	Автомобиль легковой Хонда Одиссей
2fd1c77d7f244c3e1f8f353b0a00d537	Заря А.В.	259000	wife	супруга	
2fd1c77d7f244c3e1f8f353b0a00d537	Заря А.В.	None	son	сын	
2fd1c77d7f244c3e1f8f353b0a00d537	Заря А.В.	None	daughter	дочь	
a28a8e7e04f4e4ce54273350ec0bd5fc	Знаенко Ю.Н.	663674	_himself	Знаенко Ю.Н.	
23d64bd72c2bed6814a37ff92abbc90c	Зарелебинская Е.Л.	810110.93	_himself	Зарелебинская Е.Л.	
fdb63ec94bc5c2d50fec42ae9ee7c96a	Золкина Е.Е.	758789.82	_himself	Золкина Е.Е.	
df51ba901a236eb5586f586840ed8be9	Захаров С.В.	870106.88	_himself	Захаров С.В.	ВАЗ 2109 Киа Серато
515967f07121c4ea863083fc1763ca34	Заостровных В.Г.	990108	_himself	Заостровных В.Г.	
515967f07121c4ea863083fc1763ca34	Заостровных В.Г.	170200	wife	супруга	
6b8d6575df9e6cf174cd1d13632b748e	Занасий О.Н.	672665.64	_himself	Занасий О.Н.	
5b1508dc35e751100128e2800a35fdd9	Завадский В.Ф.	875658.4	_himself	Завадский В.Ф.	
5b1508dc35e751100128e2800a35fdd9	Завадский В.Ф.	156680	wife	супруга	ДЭУ-НЕКСИЯ
65e29e2b44828ceca088800dee6e084b	Зиновьев А.А.	788097	_himself	Зиновьев А.А.	MITSUBISHI PAJERO SPORT
65e29e2b44828ceca088800dee6e084b	Зиновьев А.А.	56400	wife	супруга	
fb3684dd6d996ab8cd372cef7806b6b1	Ивченко В.В.	652310	_himself	Ивченко В.В.	
fb3684dd6d996ab8cd372cef7806b6b1	Ивченко В.В.	52080	wife	супруга	
d41a07c0c79cf27119fd6c57b33350c1	Исаев Ю.И.	845062.12	_himself	Исаев Ю.И.	Автомобиль легковой Мицубиси Аутлендер
c876c8efa1ec57fa470308ba2aea5a34	Ивченко Владимир Николаевич	652899.02	_himself	Ивченко Владимир Николаевич	Автомобиль ВАЗ 2110
5588133ee3eaabe45a36823cce018690	Изотов Н.Н.	1008395.59	_himself	Изотов Н.Н.	
5588133ee3eaabe45a36823cce018690	Изотов Н.Н.	582000	wife	супруга	
9cca778c11d159667c47be68a3d1aab0	Иванов В.В.	559071	_himself	Иванов В.В.	
9cca778c11d159667c47be68a3d1aab0	Иванов В.В.	None	son	сын	
c701eabaa1a26d1e28f6c57500c2ce06	Ивченко В.Н.	652899.02	_himself	Ивченко В.Н.	
800987e35ece8d06bf5d9e83e464c7c8	Ивченко В.В.	652310	_himself	Ивченко В.В.	
800987e35ece8d06bf5d9e83e464c7c8	Ивченко В.В.	52080	wife	супруга	
86ceb27f767ca8cc56a8da155ad4ecd0	Исаев Ю.И.	845062.12	_himself	Исаев Ю.И.	Автомобиль легковой Мицубиси Аутлендер
86ceb27f767ca8cc56a8da155ad4ecd0	Исаев Ю.И.	421797.43	wife	супруга	Автомобиль легковой Опель «Корса »
bbb0a524b52291af18e95e5c46cac79d	Ильяшенко А.Н.	694.362	_himself	Ильяшенко А.Н.	Сузуки Гранд Витара
bbb0a524b52291af18e95e5c46cac79d	Ильяшенко А.Н.	30.551	wife	супруга	
38f8ce449a1d8aeec77cfcc922d759fc	Иванов Владимир Дмитриевич	495054.85	_himself	Иванов Владимир Дмитриевич	Ваз 21100
38f8ce449a1d8aeec77cfcc922d759fc	Иванов Владимир Дмитриевич	1800000	wife	супруга	
4f8ac0a9df75fc360b5a8c8113c6cf10	Исмаилов М.И.	923777	_himself	Исмаилов М.И.	Газ 21
4f8ac0a9df75fc360b5a8c8113c6cf10	Исмаилов М.И.	12358	wife	супруга	Фольксваген
2bafb571850d22c27902f66319095300	Иванов Е.Л.	1218476.72	_himself	Иванов Е.Л.	Тайота-прадо
2bafb571850d22c27902f66319095300	Иванов Е.Л.	250522.09	wife	супруга	Нисан кашкай
2187ab5ea4e3f0292cf3b7f88095af9f	Инстранкин Ю.Н.	1239639.3	_himself	Инстранкин Ю.Н.	Автомобиль легковой Хонда CR-V
2187ab5ea4e3f0292cf3b7f88095af9f	Инстранкин Ю.Н.	288000	wife	супруга	
0703a35fcd91676941957ffc80c79298	Исаев М.Х.	1149306.18	_himself	Исаев М.Х.	
0703a35fcd91676941957ffc80c79298	Исаев М.Х.	234.992	wife	супруга	Автомобиль легковой Тойота Камри
0703a35fcd91676941957ffc80c79298	Исаев М.Х.	840	daughter	дочь	
0703a35fcd91676941957ffc80c79298	Исаев М.Х.	840	daughter	дочь	
4bc7e434d0883d23acb7515e24f72999	Иванников В.П.	778975.68	_himself	Иванников В.П.	ВАЗ 21083
4bc7e434d0883d23acb7515e24f72999	Иванников В.П.	178724.84	wife	супруга	ГАЗ 3110
6513d898b2495d62b9aaf0c4a0446149	Иванов В.С.	978874.76	_himself	Иванов В.С.	
6513d898b2495d62b9aaf0c4a0446149	Иванов В.С.	3000000	wife	супруга	Тойота Камри
bdc11de318e62fc62aa91efbeb52478f	Исаченко А.О.	555940.7	_himself	Исаченко А.О.	
bdc11de318e62fc62aa91efbeb52478f	Исаченко А.О.	254035.7	wife	супруга	
e24e271972050757ea644934b8621505	Ильминов В.П.	1057529.4	_himself	Ильминов В.П.	
e24e271972050757ea644934b8621505	Ильминов В.П.	139049.57	wife	супруга	
3ceca716251ea366c95fb165c94bd14b	Исмаилов Р.Ф.	473034.44	_himself	Исмаилов Р.Ф.	VW гольф
3ceca716251ea366c95fb165c94bd14b	Исмаилов Р.Ф.	210073.38	wife	супруга	
b728546d8dd8460b92f8b96f4861b341	Ильин В.Ю.	1426870.23	_himself	Ильин В.Ю.	Шевроле-Нива
b728546d8dd8460b92f8b96f4861b341	Ильин В.Ю.	395134.67	wife	супруга	
ea036ffce7c40d3e20099f467d589d71	Ильин М.В.	2115811.11	_himself	Ильин М.В.	Автомобиль легк.Тойота Ленд Крузер Казанка 5м4 Мотор л-м
ea036ffce7c40d3e20099f467d589d71	Ильин М.В.	1076321.52	wife	супруга	
9be3f6c4a900491a371194a31dbe4678	Ильин А.И.	1052241.35	_himself	Ильин А.И.	
9be3f6c4a900491a371194a31dbe4678	Ильин А.И.	687732.33	wife	супруга	
9be3f6c4a900491a371194a31dbe4678	Ильин А.И.	5000	son	сын	
a96d652cd6ebab59a53b09804f96d12b	Калинин В.В.	1099253	_himself	Калинин В.В.	
a96d652cd6ebab59a53b09804f96d12b	Калинин В.В.	1208745	wife	супруга	
aef835d7d46d4560ab78f19709c0700f	Куправа Г.А.	1252279.21	_himself	Куправа Г.А.	
aef835d7d46d4560ab78f19709c0700f	Куправа Г.А.	84000	wife	супруга	
aef835d7d46d4560ab78f19709c0700f	Куправа Г.А.	None	son	сын	
aef835d7d46d4560ab78f19709c0700f	Куправа Г.А.	None	son	сын	
c87daf53eb00ac961ef5c638bfd9d083	Кашерин В.Г.	650973	_himself	Кашерин В.Г.	
01686a070436dee0c7b56c3cd3d934af	Кузякин А.И.	612522	_himself	Кузякин А.И.	Мицубиси
b58f2c248474eaccc68bf86c3ca768a6	Колзин А.В.	None	_himself	Колзин А.В.	
b58f2c248474eaccc68bf86c3ca768a6	Колзин А.В.	190387	wife	супруга	
b58f2c248474eaccc68bf86c3ca768a6	Колзин А.В.	None	daughter	дочь	
e15445e79421d95913b834df359752b8	Кузьминых А.Г.	823748.68	_himself	Кузьминых А.Г.	Renault Kangoo
e15445e79421d95913b834df359752b8	Кузьминых А.Г.	200387.65	wife	супруга	
e15445e79421d95913b834df359752b8	Кузьминых А.Г.	None	daughter	дочь	
82b5cfe22c6d324eb654380e60b63acd	Ка А.В.	847951.35	_himself	Ка А.В.	Киа Спектра
82b5cfe22c6d324eb654380e60b63acd	Ка А.В.	341698.92	wife	супруга	
82b5cfe22c6d324eb654380e60b63acd	Ка А.В.	None	son	сын	
dba6bed128323c405acf36dd8faa5574	Кулагин В.В.	841896	_himself	Кулагин В.В.	
dba6bed128323c405acf36dd8faa5574	Кулагин В.В.	112264	wife	супруга	Хундай, Тойота Королла.
dba6bed128323c405acf36dd8faa5574	Кулагин В.В.	None	daughter	дочь	
88b17c8a850ad70252d69b78e1626ac9	Камерцель В.Я.	43321.16	_himself	Камерцель В.Я.	Автомобиль легк. ГАЗ 2217
bd4bd38e766ea7ff7a7ebdf1c85596b7	Ким Д.В.	1142415.51	_himself	Ким Д.В.	
bd4bd38e766ea7ff7a7ebdf1c85596b7	Ким Д.В.	388768.36	wife	супруга	Автомобмль легк. Мицубиси Лансер
b7cf370c62cf4b92dbd77a1fb4170b11	Кузнецов Ю.Ю.	720.534	_himself	Кузнецов Ю.Ю.	Автомобмль легк. Форд «Фокус»
b7cf370c62cf4b92dbd77a1fb4170b11	Кузнецов Ю.Ю.	31243	wife	супруга	
e0d33890569f09878782556ec340d5e4	Касумов С.Г.	1007124.19	_himself	Касумов С.Г.	
3df91c4be787cb0158c417269bdbf0bb	Копалин М.В.	1637118.22	_himself	Копалин М.В.	Тойота 4 raner
cdda0884b1a220b0cba6d61fedfb37cb	Кудаев А.М.	611986	_himself	Кудаев А.М.	ВАЗ-2121 Нива
cdda0884b1a220b0cba6d61fedfb37cb	Кудаев А.М.	119172.7	wife	супруга	
9b5e7f6dcb804a402331ee87b8bb54b6	Кульборисов И.В.	1208855.78	_himself	Кульборисов И.В.	Форд эскейп Фольксваген в5
9b5e7f6dcb804a402331ee87b8bb54b6	Кульборисов И.В.	156581.73	wife	супруга	
2f9826d8f956558102626313ba48a006	Кергелаев Э.Б.	485288	_himself	Кергелаев Э.Б.	Автомобиль нисан кашкай
2f9826d8f956558102626313ba48a006	Кергелаев Э.Б.	114385	wife	супруга	
73e05580fef7cd6bd95e846084eac1f1	Копанев Д.Г.	521382	_himself	Копанев Д.Г.	Автомобиль Деу Нексия
ee21d6bac5593cb58fff232c7e55552f	Киселев М.В.	350000	_himself	Киселев М.В.	
ee21d6bac5593cb58fff232c7e55552f	Киселев М.В.	210000	wife	супруга	Автомобиль Форд Фиеста
409c9447a2043791a0e8500e0e08be14	Козин А.М.	417083.67	_himself	Козин А.М.	Автомобиль Митсубиси Каризма
409c9447a2043791a0e8500e0e08be14	Козин А.М.	118828.7	wife	супруга	
beed0a5ba16075e20dfe2688ab7243c1	Карамов В.Э.	320753	_himself	Карамов В.Э.	Автомобиль Мазда 3
beed0a5ba16075e20dfe2688ab7243c1	Карамов В.Э.	None	wife	супруга	Автомобиль Ленд крузер
beed0a5ba16075e20dfe2688ab7243c1	Карамов В.Э.	None	daughter	дочь	
beed0a5ba16075e20dfe2688ab7243c1	Карамов В.Э.	None	son	сын	
345b632932d0bf72daedf82c11698b6b	Калёнов В.А.	1477223	_himself	Калёнов В.А.	
345b632932d0bf72daedf82c11698b6b	Калёнов В.А.	781000	wife	супруга	Легковой автомобиль -1 Сузуки -Эскудо
93045ec841fe86960508637f444c7bf8	Кивва В.А.	1245244.1	_himself	Кивва В.А.	Легковой автомобиль -1 Нисан-Прессаж
93045ec841fe86960508637f444c7bf8	Кивва В.А.	None	wife	супруга	
821366883c78fd449f86898a1afe33f6	Кобась В.Н.	969854.9	_himself	Кобась В.Н.	Легковой автомобиль -1 ВАЗ 21043
821366883c78fd449f86898a1afe33f6	Кобась В.Н.	379711.9	wife	супруга	
2c23a0fad6579ad9ce49cc4711037652	Колыжбаев В.У.	1041450.37	_himself	Колыжбаев В.У.	Легковой автомобиль -1 Тойота
2c23a0fad6579ad9ce49cc4711037652	Колыжбаев В.У.	288369.01	wife	супруга	Легковой автомобиль -1 Мазда
ade790fec5ea295810f83ce8d24c5498	Кучеров Б.Л.	1323756.26	_himself	Кучеров Б.Л.	Легковой автомобиль -1 Сузуки Гранд Витара
c8813cfd30ba2c3ae509512113633dab	Касаев В.М.	901279.2	_himself	Касаев В.М.	
c8813cfd30ba2c3ae509512113633dab	Касаев В.М.	None	wife	супруга	Киа Рио
6ce0afbe6629649bf9d8cbb4bcbdaaef	Камальдинов В.И.	527660.22	_himself	Камальдинов В.И.	
6ce0afbe6629649bf9d8cbb4bcbdaaef	Камальдинов В.И.	92000	wife	супруга	
f2e696f56c6bbb7e259483ce41dc95f2	Коденец О.А.	688211.96	_himself	Коденец О.А.	Нисан НОД
f2e696f56c6bbb7e259483ce41dc95f2	Коденец О.А.	57894.68	wife	супруга	
81cc096a8549d5ae4878e7508cc60ab4	Киров В.И.	858722.8	_himself	Киров В.И.	
0b00a79b489e67706e6dda7e1eefd8f6	Куклис А.Я.	1454164.84	_himself	Куклис А.Я.	
0b00a79b489e67706e6dda7e1eefd8f6	Куклис А.Я.	768146.06	wife	супруга	мазда
8f7434c2863d3093aa403b062c192abe	Калинин Н.П.	866225.25	_himself	Калинин Н.П.	Автоприцеп СКИФ
8f7434c2863d3093aa403b062c192abe	Калинин Н.П.	537317.48	wife	супруга	Автоприцеп СКИФ
bf0a549357a9d87780786b978790c30b	Колесниченко А.А.	1263802.91	_himself	Колесниченко А.А.	
bf0a549357a9d87780786b978790c30b	Колесниченко А.А.	269025.92	wife	супруга	
6fdefd55cac8346723e2b2f7645bd9e8	Колузонов А.Н.	771600	_himself	Колузонов А.Н.	Автомобиль тойота «камри»
6fdefd55cac8346723e2b2f7645bd9e8	Колузонов А.Н.	578000	wife	супруга	
250df17d882717d3c9152847d81db84b	Коровин В.В.	527074.85	_himself	Коровин В.В.	
7a88fd8ec6d4d3c301a40632a53a34ee	Копшин И.В.	1054829.78	_himself	Копшин И.В.	
7a88fd8ec6d4d3c301a40632a53a34ee	Копшин И.В.	261321	wife	супруга	Автомобиль «Сузуки гранд витара»
11c495cf697435ebfa3b9e5f7fdc72ad	Кувенев А.П.	392624.44	_himself	Кувенев А.П.	
11c495cf697435ebfa3b9e5f7fdc72ad	Кувенев А.П.	None	wife	супруга	Автомобиль «ИЖ-комби»
6455f90b0f3233398dee22fbb4d2b7fb	Кузнецов А.Г.	620469.76	_himself	Кузнецов А.Г.	Автомобиль «Форд-фокус»
6455f90b0f3233398dee22fbb4d2b7fb	Кузнецов А.Г.	None	wife	супруга	
6455f90b0f3233398dee22fbb4d2b7fb	Кузнецов А.Г.	None	son	сын	
ac8f361bce9792ad1b20be26f5540287	Кузьминский Л.В.	656756.81	_himself	Кузьминский Л.В.	Автомобиль ВАЗ-21093
ac8f361bce9792ad1b20be26f5540287	Кузьминский Л.В.	311080.12	wife	супруга	
3e7a04882f9165135e97364eaff079bd	Ким Д.М.	1142415.51	_himself	Ким Д.М.	
3e7a04882f9165135e97364eaff079bd	Ким Д.М.	388768.36	wife	супруга	Автомобмль легк. Мицубиси Лансер
b5d25a725ff053880e5151911cf2db75	Кузнецов Ю.Ю.	720.534	_himself	Кузнецов Ю.Ю.	Автомобмль легк. Форд «Фокус»
b5d25a725ff053880e5151911cf2db75	Кузнецов Ю.Ю.	31243	wife	супруга	
d4728b3b38253b83339870163e4e90cf	Кузоватов В.И.	776328	_himself	Кузоватов В.И.	Автомобмль легк. Мазда «Протеже»
d4728b3b38253b83339870163e4e90cf	Кузоватов В.И.	102000	wife	супруга	
95f1da6cae296842b809818172c9b7d9	Клименко А.В.	2495747.58	_himself	Клименко А.В.	Легковой автомобиль Hundai Tucson
95f1da6cae296842b809818172c9b7d9	Клименко А.В.	110361	wife	супруга	
95f1da6cae296842b809818172c9b7d9	Клименко А.В.	None	son	сын	
95f1da6cae296842b809818172c9b7d9	Клименко А.В.	None	daughter	дочь	
0c92d0ed34ba5655dbf0009459e5d581	Коваленко В.В.	482232.63	_himself	Коваленко В.В.	Автомобиль легковой Субару «Импреза»
0c92d0ed34ba5655dbf0009459e5d581	Коваленко В.В.	48600	wife	супруга	
cfcd19d822da661be7abc6d3beac87c2	Колычев А.В.	1387110	_himself	Колычев А.В.	Автомобиль легковой Хёнде Туссан
cfcd19d822da661be7abc6d3beac87c2	Колычев А.В.	36810	wife	супруга	
cfcd19d822da661be7abc6d3beac87c2	Колычев А.В.	1320	son	сын	
af2fefc62e4b85486410ac1dc3c208af	Коновалов И.В.	445997.94	_himself	Коновалов И.В.	
af2fefc62e4b85486410ac1dc3c208af	Коновалов И.В.	135000	wife	супруга	Автомобиль легковой ВАЗ 2110
5711786f3626458b811b4ec9252170b1	Кашин С.Г.	1087293.35	_himself	Кашин С.Г.	Легковой автомобиль Форд Фокус
5711786f3626458b811b4ec9252170b1	Кашин С.Г.	149204.47	wife	супруга	
ad121f0014132a9b3143fd4aad8081e6	Копырин С.И.	1068649.89	_himself	Копырин С.И.	Легковой автомобиль FORD Focus (совместный)
ad121f0014132a9b3143fd4aad8081e6	Копырин С.И.	914417.66	wife	супруга	Легковой автомобиль FORD Focus (совместный)
44a5b545c0a1183d4a144dfbbc7b8675	Купесок А.П.	591125.88	_himself	Купесок А.П.	Легковой автомобиль «Пежо 207»
44a5b545c0a1183d4a144dfbbc7b8675	Купесок А.П.	240680.65	wife	супруга	
587381f82c57fe8da653206fda6d1ff4	Калинкин О.В.	1175699.9	_himself	Калинкин О.В.	
587381f82c57fe8da653206fda6d1ff4	Калинкин О.В.	67200	wife	супруга	
587381f82c57fe8da653206fda6d1ff4	Калинкин О.В.	None	son	сын	
587381f82c57fe8da653206fda6d1ff4	Калинкин О.В.	None	daughter	дочь	
f341c5328bc7542119e607bfc8550bc0	Конев А.Н.	959604.73	_himself	Конев А.Н.	автоприцеп
f341c5328bc7542119e607bfc8550bc0	Конев А.Н.	642204.93	wife	супруга	Лексус LX 570
21d630f05362fddbf046bf391449caed	Кошкин П.П.	895369.91	_himself	Кошкин П.П.	Тойота корола
21d630f05362fddbf046bf391449caed	Кошкин П.П.	126000	wife	супруга	Тойота Ланд Крузер
953c71070dff042a91b6ec9bbd439c50	Котляров В.А.	754337.65	_himself	Котляров В.А.	
953c71070dff042a91b6ec9bbd439c50	Котляров В.А.	192438.42	wife	супруга	Фольцваген пассат
616b09cf5e811323adf2e753d7fd6f1c	Коробин А.М.	993967.44	_himself	Коробин А.М.	Хендай Санта фе
616b09cf5e811323adf2e753d7fd6f1c	Коробин А.М.	19538.8	wife	супруга	
7c6d638dc173db5632eb457e3e899a4f	Кургузкина Е.Б.	633.024	_himself	Кургузкина Е.Б.	Шевроле Ланос
979584402314c2814118f789bf38522b	Курбатов В.А.	1038961.02	_himself	Курбатов В.А.	
979584402314c2814118f789bf38522b	Курбатов В.А.	None	wife	супруга	
d68e217e4bb12335091f53dfc1f46b41	Карчигаев Р.А.	997509	_himself	Карчигаев Р.А.	
93b8d5ad052d5df840fc16c55f0fc4df	Кривко А.И.	1080155.87	_himself	Кривко А.И.	Вольво хс90
93b8d5ad052d5df840fc16c55f0fc4df	Кривко А.И.	76184.3	wife	супруга	
2b3cce114ed054ed9bd3cc22aa4c8b5a	Костенко И.Н.	1551344	_himself	Костенко И.Н.	Нисан террано
a42a2a87b005a8e552f5e58731478317	Курбанов А.Г.	481461.4	_himself	Курбанов А.Г.	
a42a2a87b005a8e552f5e58731478317	Курбанов А.Г.	294172.44	wife	супруга	Дэу
56ba0aeffb5996d51c8a23cfda431d46	Кондратенко В.И.	882122.53	_himself	Кондратенко В.И.	
56ba0aeffb5996d51c8a23cfda431d46	Кондратенко В.И.	180	wife	супруга	Автомобиль Лексус
56ba0aeffb5996d51c8a23cfda431d46	Кондратенко В.И.	None	daughter	дочь	
f918b818fb89f85194220b9e092f5860	Казанцев С.В.	850901.17	_himself	Казанцев С.В.	ГАЗ 3110, Форд Фокус
f918b818fb89f85194220b9e092f5860	Казанцев С.В.	311660.78	wife	супруга	
63654d53ad9a74aedf33e4bfb6bc40bc	Кандауров Н.А.	1195839.14	_himself	Кандауров Н.А.	ВАЗ 21011
63654d53ad9a74aedf33e4bfb6bc40bc	Кандауров Н.А.	None	wife	супруга	
59975e9090b643b6b9abe160ed2bfc6c	Карлов Г.В.	809681.3	_himself	Карлов Г.В.	
f30a095e83d43f21b48535c8b0fe79d8	Кирилин Н.А.	1337358.64	_himself	Кирилин Н.А.	НИССАН-Х ТРЕЙЛ, НИССАН-ЛИБЕРТИ
f30a095e83d43f21b48535c8b0fe79d8	Кирилин Н.А.	336484.62	wife	супруга	
f30a095e83d43f21b48535c8b0fe79d8	Кирилин Н.А.	None	son	сын	
955ebb3393682ca1c3f1c825197c74d8	Колпаков В.В.	1338524	_himself	Колпаков В.В.	
955ebb3393682ca1c3f1c825197c74d8	Колпаков В.В.	525223	wife	супруга	
42229f2b5b666774cd12320b0921b1d3	Коршунов И.В.	1185583.05	_himself	Коршунов И.В.	
42229f2b5b666774cd12320b0921b1d3	Коршунов И.В.	386409.32	wife	супруга	
7217f805f535223659ba5352be4f71ee	Кука А.Д.	878126.17	_himself	Кука А.Д.	Тайота-прадо
7217f805f535223659ba5352be4f71ee	Кука А.Д.	60000	wife	супруга	
e724e64327cb10d62a3a5b4cff379ae1	Кабашов С.В.	861845.05	_himself	Кабашов С.В.	
e724e64327cb10d62a3a5b4cff379ae1	Кабашов С.В.	250000	wife	супруга	
9d182a05d404488ffe312199640c7cda	Кадыков С.В.	908104.98	_himself	Кадыков С.В.	Автомобиль легковой ВАЗ 21214
9d182a05d404488ffe312199640c7cda	Кадыков С.В.	118412.79	wife	супруга	Автомобили легковые: Рено Меган ГАЗ 2747 «Газель»
9d182a05d404488ffe312199640c7cda	Кадыков С.В.	None	son	сын	
eb44cb431d60b47200d04d12b1d960f6	Каштанов А.В.	426152.1	_himself	Каштанов А.В.	
05c7376dd073832a0a1231f93194ffc9	Кириллов Я.П.	1652568.89	_himself	Кириллов Я.П.	
05c7376dd073832a0a1231f93194ffc9	Кириллов Я.П.	1428827.65	wife	супруга	
9b3f030efcd87446dfa4feda18421a72	Ковальский А.С.	611259	_himself	Ковальский А.С.	
9b3f030efcd87446dfa4feda18421a72	Ковальский А.С.	74942	wife	супруга	
98b9f49a7f98605c319f170516b5de42	Корнеев М.С.	866291.56	_himself	Корнеев М.С.	
98b9f49a7f98605c319f170516b5de42	Корнеев М.С.	1663209.91	wife	супруга	Автомобиль легковой BMW X3
9ae1c4441cdfca473a7e62710f6c5262	Коротаев А.Ю.	1013497.9	_himself	Коротаев А.Ю.	Автоприцеп Автоприцеп Водный транспорт: Вельбот стингрей
9ae1c4441cdfca473a7e62710f6c5262	Коротаев А.Ю.	70000	wife	супруга	Автомобиль легковой тойота
9d75073212125922217226e53706942b	Костянов С.В.	1914647	_himself	Костянов С.В.	
9d75073212125922217226e53706942b	Костянов С.В.	221269	wife	супруга	
726fa76cd0259cd365ac2df82837a80f	Кудряшкин С.А.	996433	_himself	Кудряшкин С.А.	Автомобили легковые: Универсал Хонда CR - V Минивен Мазда Деммо
726fa76cd0259cd365ac2df82837a80f	Кудряшкин С.А.	928876	wife	супруга	
97bbb0a74e747dd4ae36d5d7271d054b	Кузнецов С.А.	847654	_himself	Кузнецов С.А.	Автомобиль легковой ВАЗ 2105
97bbb0a74e747dd4ae36d5d7271d054b	Кузнецов С.А.	411066	wife	супруга	
97bbb0a74e747dd4ae36d5d7271d054b	Кузнецов С.А.	None	daughter	дочь	
9622bc8fb03d27b8c78bfec25c823f60	Казюлин Г.М.	624022.44	_himself	Казюлин Г.М.	
9622bc8fb03d27b8c78bfec25c823f60	Казюлин Г.М.	3436250	wife	супруга	Тойота Рав4 Камаз 2 шт Sinotrk ZZ - 2 шт
9622bc8fb03d27b8c78bfec25c823f60	Казюлин Г.М.	None	son	сын	
9622bc8fb03d27b8c78bfec25c823f60	Казюлин Г.М.	None	son	сын	
a55ebc8e22b1f5193d24d041566db951	Калиниченко С.В.	794611	_himself	Калиниченко С.В.	
1aa3b038db87db5d957d4c6c0fda61ec	Кондратьев А.Б.	1046507.5	_himself	Кондратьев А.Б.	
1aa3b038db87db5d957d4c6c0fda61ec	Кондратьев А.Б.	259707.32	wife	супруга	
b1517dfd8725e950590774b6cda48bab	Корнеев Ю.А.	1131186	_himself	Корнеев Ю.А.	Лексус RX 350
b1517dfd8725e950590774b6cda48bab	Корнеев Ю.А.	None	wife	супруга	
aaf6525d867e3e46784d198eec22f696	Крестьянов И.В.	604000	_himself	Крестьянов И.В.	ВАЗ - 21093
d226c0b7fc59f808db7e16149e30d054	Клевакин С.Н.	1037495.64	_himself	Клевакин С.Н.	ГАЗ 31105
d226c0b7fc59f808db7e16149e30d054	Клевакин С.Н.	81831.58	wife	супруга	Хендай Элантра
79d1934a13f98dbedff5f26facfafe63	Коршак А.А.	733773.62	_himself	Коршак А.А.	ML 350
