placer_regNum	placer_fullName	placer_inn	placer_kpp	initiator_regNum	initiator_fullName	initiator_inn	initiator_kpp	shortName	ogrn	rbs_regNum	rbs_fullName	grbs_regNum	grbs_fullName	orgType	okfs_code	okfs_name	okopf_code	okopf_name	okogu_code	okogu_name	okpo_code	okato_code	okato_name	okved_code	address_zip	address_subject_code	address_subject_name	address_locality_code	address_locality_name	address_city_code	address_city_name	address_street_code	address_street_name	address_building	address_office	institutionType_code	institutionType_name	ppo_code	ppo_name	ppo_okato_code	ppo_okato_name	ppo_oktmo_code	ppo_oktmo_name	phone	www	email	oktmo_code	oktmo_name	chief_lastName	chief_firstName	chief_middleName	chief_position	founder_regNum	founder_fullName
0336100000076	Отдел вневедомственной охраны при Отделе внутренних дел по Бологовскому району	6907002410	690801001	0336100000076	Отдел вневедомственной охраны при Отделе внутренних дел по Бологовскому району	6907002410	690801001	ОВО ОВД по Бологовскому району	1026901606368	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696202	28408000000	Бологое	75.24.1	171080	69000000000	Тверская			69005001000	Бологое	690050010000096		1		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	28608101	 город Бологое	643-8238-22278			28608101	 город Бологое	ЦУПКО	ИГОРЬ	ВЛАДИМИРОВИЧ	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0336100000006	Отдел вневедомственной охраны при Отделе внутренних дел по Вышневолоцкому району	6908001850	690801001	0336100000006	Отдел вневедомственной охраны при Отделе внутренних дел по Вышневолоцкому району	6908001850	690801001	ОВО ОВД по Вышневолоцкому району	1026901605114	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	81	Учреждения	1310500	Министерство внутренних дел Российской Федерации	08696225	28414000000	Вышний Волочек	75.24.1	171163	69000000000	Тверская			69000006000	Вышний Волочек			25		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-48233-61951		ovobux00@mail.ru	28714000	 город Вышний Волочек	ШАРАПОВ	СЕРГЕЙ	БОРИСОВИЧ	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0336100000068	Отдел вневедомственной охраны при Отделе внутренних дел по Осташковскому району	6913003997	691301001	0336100000068	Отдел вневедомственной охраны при Отделе внутренних дел по Осташковскому району	6913003997	691301001	ОВО ОВД по Осташковскому району	1026901811144	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696389	28440000000	Осташков	75.24.1	172730	69000000000	Тверская			69024001000	Осташков	690240010000037		162		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	28645000	Осташковский муниципальный район	7-48235-50457		ohranaost@ostashkov.tver.ru	28645000	Осташковский муниципальный район	Джола	Юрий	Алексеевич	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0136100000090	Отдел вневедомственной охраны при Отделе внутренних дел по Бежецкому району	6906004816	690601001	0136100000090	Отдел вневедомственной охраны при Отделе внутренних дел по Бежецкому району	6906004816	690601001	ОВО ОВД по Бежецкому району	1026901540093	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696194	28405000000	Бежецк	75.24.1	171980	69000000000	Тверская обл			69003001000	Бежецк г	690030010000081		48		0900000	Национальная оборона	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-48231-20751			28604101	- Город Бежецк	Морозов	Евгений	Александрович	Начальник отдела	0173100000062	Министерство внутренних дел Российской Федерации
0336100000017	Войсковая часть 6533	6903006759	690301001	0336100000017	Войсковая часть 6533	6903006759	690301001	В/ч 6533	2076952289170	0373100000668	ВОЙСКОВАЯ ЧАСТЬ 5401	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08607026	28401000000	Тверь	75.24.1	170025	69000000000	Тверская			69000001000	Тверь					9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-4822-744273		v-ch-6533@mail.ru	28701000	 город Тверь	Медоев	Олег	Владимирович	Командир воинской части	0173100000062	Министерство внутренних дел Российской Федерации
0136100000017	Отделение вневедомственной охраны при Отделе внутренних дел по Калязинскому району	6925002691	692501001	0136100000017	Отделение вневедомственной охраны при Отделе внутренних дел по Калязинскому району	6925002691	692501001	ОВО ОВД по Калязинскому району	1026901667066	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696277	28222501000	Калязин	75.24.1	171573	69000000000	Тверская обл			69011001000	Калязин г	690110010000025		32/11		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	28622101	 город Калязин	848-249-21504			28622101	 город Калязин	Большаков	Сергей	Николаевич	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0136100000008	Отделение вневедомственной охраны при Отделе внутренних дел по Андреапольскому району	6917000965	691701001	0136100000008	Отделение вневедомственной охраны при Отделе внутренних дел по Андреапольскому району	6917000965	691701001	ОВО ОВД по Андреапольскому району	1026901810935	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696188	28202501000	Андреаполь	75.24.1	172800	69000000000	Тверская			69002001000	Андреаполь			17		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	28602101	- Город Андреаполь	7-48267-31086		ovofndreapol@yandex.ru	28602101	- Город Андреаполь	Румянцев	Александр	Михайлович	Начальник отделения	0173100000062	Министерство внутренних дел Российской Федерации
0336100000064	Отделение вневедомственной охраны при отделе внутренних дел по Кувшиновскому району	6929001723	692901001	0336100000064	Отделение вневедомственной охраны при отделе внутренних дел по Кувшиновскому району	6929001723	692901001	ОВО ОВД по Кувшиновскому району	1026901911387	0336100000125	Управление вневедомственной охраны при Управлении внутренних дел по Тверской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08696337	28234501000	Кувшиново	45.31,75.24.1	172110	69000000000	Тверская обл			69017001000	Кувшиново г	690170010000060		9		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	28634101	Город Кувшиново	643-257-44009			28634101	Город Кувшиново	Васильев	Михаил	Викторович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0336100000023	войсковая часть 3679	6916006844	691601001	0336100000023	войсковая часть 3679	6916006844	691601001		1026901951295		Войсковая часть 3272 внутренних войск МВД России	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08610666	28455000000	Удомля	75.24.1	171841	69000000000	Тверская обл			69035001000	Удомля г					9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			8-48255-68616		3679fs@rambler.ru	28656000	Удомельский муниципальный район	МАТЮХИН	ОЛЕГ	ЕВГЕНЬЕВИЧ	Командир	0173100000062	Министерство внутренних дел Российской Федерации
0853100000022	федеральное казенное учреждение здравоохранения "Медико-санитарная часть Министерства внутренних дел Российской Федерации по Оренбургской области"	5610092474	561001001	0853100000022	федеральное казенное учреждение здравоохранения "Медико-санитарная часть Министерства внутренних дел Российской Федерации по Оренбургской области"	5610092474	561001001	ФКУЗ "МСЧ МВД России по Оренбургской области"	1065610007165	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000054	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08811287	53401000000	Оренбург	85.12,85.14,85.13,85.11.1	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000289		38		0509000	Медико-санитарная часть, в том числе центральная	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	- Город Оренбург	7-3532-790741	http://www.medmvd56.ucoz.u		53701000	- Город Оренбург	Чурносов	Александр	Николаевич	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0853100000022	федеральное казенное учреждение здравоохранения "Медико-санитарная часть Министерства внутренних дел Российской Федерации по Оренбургской области"	5610092474	561001001	0853100000022	федеральное казенное учреждение здравоохранения "Медико-санитарная часть Министерства внутренних дел Российской Федерации по Оренбургской области"	5610092474	561001001	ФКУЗ "МСЧ МВД России по Оренбургской области"	1065610007165	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000054	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08811287	53401000000	Оренбург	85.12,85.14,85.13,85.11.1	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000289		38		0509000	Медико-санитарная часть, в том числе центральная	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	- Город Оренбург	7-3532-790741	http://www.medmvd56.ucoz.u		53701000	- Город Оренбург	Чурносов	Александр	Николаевич	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561001001	0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561001001	ФГКУ УВО УМВД России по Оренбургской области	1125658025790	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684535	53401364000	Ленинский	75.24.1	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000389		дом 58		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			8-3532-998297		feouvo@inbox.ru	53701000	Город Оренбург	Сударчиков	Владислав	Юрьевич	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000556	Отдел вневедомственной охраны по городу Оренбургу - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561043001	0895100000556	Отдел вневедомственной охраны по городу Оренбургу - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561043001	ОВО по городу Оренбургу - ФФГКУ УВО УМВД России по Оренбургской области	1125658025790	0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684535	53401364000	Ленинский	75.24.1	460040	56000000000	Оренбургская			56000001000	Оренбург			19		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	Город Оренбург	7-3532-336206		orenovo@list.ru	53701000	Город Оренбург	Яньшин	Сергей	Михайлович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000347	федеральное казенное учреждение "Центр хозяйственного и сервисного обеспечения Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5612079302	561201001	0895100000347	федеральное казенное учреждение "Центр хозяйственного и сервисного обеспечения Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5612079302	561201001	ФКУ "ЦХиСО УМВД России по Оренбургской области"	1125658026086	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684771	53401373000	Центральный	22.2,60.23,72.50,63.12,55.23,55.5,29.60,50.20,75.24.1,93.02,60.24	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000087		дом 3		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	Город Оренбург	7-3532-790709		fkuumvd56@mail.ru	53701000	Город Оренбург	Навалов	Алексей	Анатольевич	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561001001	0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561001001	ФГКУ УВО УМВД России по Оренбургской области	1125658025790	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684535	53401364000	Ленинский	75.24.1	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000389		дом 58		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			8-3532-998297		feouvo@inbox.ru	53701000	Город Оренбург	Сударчиков	Владислав	Юрьевич	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000556	Отдел вневедомственной охраны по городу Оренбургу - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561043001	0895100000556	Отдел вневедомственной охраны по городу Оренбургу - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	561043001	ОВО по городу Оренбургу - ФФГКУ УВО УМВД России по Оренбургской области	1125658025790	0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684535	53401364000	Ленинский	75.24.1	460040	56000000000	Оренбургская			56000001000	Оренбург			19		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	Город Оренбург	7-3532-336206		orenovo@list.ru	53701000	Город Оренбург	Яньшин	Сергей	Михайлович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0353100000044	Саракташское отделение вневедомственной охраны - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	564343001	0353100000044	Саракташское отделение вневедомственной охраны - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5610147959	564343001	Саракташское ОВО - ФФГКУ УВО УМВД России по Оренбургской области	1125658025790	0353100000177	федеральное государственное казенное учреждение "Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	90	Представительства и филиалы	1310500	Министерство внутренних дел Российской Федерации	08684535	53241844000	Саракташский пс	75.24.1	462100	56000000000	Оренбургская	56014000001	Саракташ			560140000010009		19		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53641444	Саракташское	7-35333-61745			53641444	Саракташское	Савин	Александр	Петрович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000347	федеральное казенное учреждение "Центр хозяйственного и сервисного обеспечения Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5612079302	561201001	0895100000347	федеральное казенное учреждение "Центр хозяйственного и сервисного обеспечения Управления Министерства внутренних дел Российской Федерации по Оренбургской области"	5612079302	561201001	ФКУ "ЦХиСО УМВД России по Оренбургской области"	1125658026086	0153100000001	Управление Министерства внутренних дел Российской Федерации по Оренбургской области	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	74	Казенные учреждения	1310500	Министерство внутренних дел Российской Федерации	08684771	53401373000	Центральный	22.2,60.23,72.50,63.12,55.23,55.5,29.60,50.20,75.24.1,93.02,60.24	460000	56000000000	Оренбургская обл			56000001000	Оренбург г	560000010000087		дом 3		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	53701000	Город Оренбург	7-3532-790709		fkuumvd56@mail.ru	53701000	Город Оренбург	Навалов	Алексей	Анатольевич	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0304100000137	Управление вневедомственной охраны Министерства внутренних дел по Кабардино-Балкарской Республике	0711038185	072601001	0304100000137	Управление вневедомственной охраны Министерства внутренних дел по Кабардино-Балкарской Республике	0711038185	072601001	УВО МВД по Кабардино-Балкарской Республике	1020700749420	0304100000002	Министерство внутренних дел по Кабардино-Балкарской Республике	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08596682	83401000000	Нальчик	75.24.1	360016	07000000000	Кабардино-Балкарская			07000001000	Нальчик			д.1-а		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-8662-753835	http://uvokbr.ru	kbruvo-torgi@rambler.ru	83701000	- Нальчик	Канихов	Аслан 	Гамельевич	Начальник управления	0173100000062	Министерство внутренних дел Российской Федерации
0304100000026	Отдел вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по городу Нальчик	0711051154	072101001	0304100000026	Отдел вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по городу Нальчик	0711051154	072101001	ГУ "ОВО при УВД по городскому округу Нальчик КБР"	1020700748584	0304100000137	Управление вневедомственной охраны Министерства внутренних дел по Кабардино-Балкарской Республике	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08716502	83401000000	Нальчик	75.24.1	360016	07000000000	Кабардино-Балкарская			07000001000	Нальчик			Д.1А		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-8662-751920		kbrovo@mail.ru	83701000	- Нальчик	Ахомготов	Мурат	Хабасович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0304100000095	Отдел Министерства внутренних дел Российской Федерации по Майскому району Кабардино-Балкарской Республики	0703002717	070301001	0304100000095	Отдел Министерства внутренних дел Российской Федерации по Майскому району Кабардино-Балкарской Республики	0703002717	070301001	Отдел МВД России по Майскому району КБР	1020700557745	0304100000002	Министерство внутренних дел по Кабардино-Балкарской Республике	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08661111	83220501000	Майский	75.24.1	361115	07000000000	Кабардино-Балкарская Респ			07004001000	Майский г	070040010000040		22		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	83620101	- Майский	8-86633-21402		mayskovd@mail.ru	83620101	- Майский	КАРМАЛИКО	МИХАИЛ	ДМИТРИЕВИЧ	Начальник ОВД	0173100000062	Министерство внутренних дел Российской Федерации
0304100000069	1 гарнизонная квартирно-эксплуатационная часть	0713003131	070801001	0304100000069	1 гарнизонная квартирно-эксплуатационная часть	0713003131	070801001	Войсковая часть 6825	1050700100120	0358100000053	управление Северо-Кавказского регионального командования внутренних войск МВД России	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08607569	83245559000	Звездный	75.24	361430	07000000000	Кабардино-Балкарская Респ	07008000013	Звездный п					0/0	0	0900000	Национальная оборона	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-8630-72077			83	Муниципальные образования Кабардино-Балкарской Республики	Устименко	Александр	Алексеевич	Начальник ГКЭЧ	0173100000062	Министерство внутренних дел Российской Федерации
0304100000044	Войсковая часть 6873	0721009306	072101001	0304100000044	Войсковая часть 6873	0721009306	072101001	Войсковая часть 6873	1040700221540	0310100000005	Войсковая часть 3748	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	81	Учреждения	1310500	Министерство внутренних дел Российской Федерации	08608342	83401000000	Нальчик	75.22	360000	07000000000	Кабардино-Балкарская Республика			07000001000	г.Нальчик					0907000	Воинская часть	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-8662-961639			83701000	- Нальчик	Геуков	Рустам	Талгадович	Командир части	0173100000062	Министерство внутренних дел Российской Федерации
0804100000010	федеральное казенное учреждение здравоохранения"Санаторий "Нальчик" Министерства внутренних дел Российской Федерации"	0711033194	072501001	0804100000010	федеральное казенное учреждение здравоохранения"Санаторий "Нальчик" Министерства внутренних дел Российской Федерации"	0711033194	072501001	ФКУЗ "Санаторий "Нальчик" МВД России"	1020700757241	0173100000054	Министерство внутренних дел Российской Федерации	0173100000054	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08739288	83401000000	Нальчик	55.23.2	360000	07000000000	Кабардино-Балкарская			07000001000	Нальчик			д.9		0500000	Здравоохранение	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-8662-426700	http://sannal-mvd.ru/	101750@inbox.ru	83701000	- Нальчик	Коков	Аслан	Николаевич	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000878	Верхне-Волжская база хранения ресурсов (филиал) федерального казенного учреждения "Приволжское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации"	6317007278	525743001	0895100000878	Верхне-Волжская база хранения ресурсов (филиал) федерального казенного учреждения "Приволжское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации"	6317007278	525743001	ВВБХР ФКУ "ПОУМТС МВД России"	1036300662969	0842100000033	федеральное казенное учреждение "Приволжское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	90	Представительства и филиалы	1310500	Министерство внутренних дел Российской Федерации	08569656	22401365000	Канавинский	75.24.1,75.14	603950	52000000000	Нижегородская			52000001000	Нижний Новгород			28	ГСП-1019	9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	36701000	Самара	7-831-2793269		vvvb_mvd@mail.ru	22701000	Город Нижний Новгород	Алютин	Олег	Вячеславоввич	начальник базы	0173100000062	Министерство внутренних дел Российской Федерации
0332100000139	Отдел Министерства внутренних дел Российской Федерации по Починковскому району Нижегородской области	5227002040	522701001	0332100000139	Отдел Министерства внутренних дел Российской Федерации по Починковскому району Нижегородской области	5227002040	522701001	Отдел МВД России по Починковскому району	1025200915321	0132100000002	Главное управление Министерства внутренних дел Российской Федерации по Нижегородской области	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08646210	22246860001	с Починки	75.24.1	607910	52000000000	Нижегородская обл	52036000001	Починки с					14		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			8831-97-51833	http://нет	pochinki.ovd@yandex.ru	22646000	Починковский муниципальный район	Морозов	Андрей	Иванович	начальник	0173100000137	Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека
